N_EXPEDIENT,DISTRICTE,BARRI,TIPUS_CARRER,CARRER,TIPUS_NUM,NUM1,LLETRA1,NUM2,LLETRA2,BLOC,PORTAL,ESCALA,PIS,PORTA,LONGITUD_X,LATITUD_Y
02-2014-0491,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,TRAFALGAR,1,33,,,,,,,4,1,2.176786013,41.38978176
02-2014-0492,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,TRAFALGAR,1,33,,,,,,,4,2,2.176786013,41.38978176
02-2014-2067,L'EIXAMPLE,la Sagrada Família,CARRER,VALENCIA,1,439,,,,,,,2,1,2.176298318,41.4025892
02-2014-2068,L'EIXAMPLE,la Sagrada Família,CARRER,VALENCIA,1,439,,,,,,,AT,,2.176298318,41.4025892
02-2014-2069,L'EIXAMPLE,la Sagrada Família,CARRER,VALENCIA,1,439,,,,,,,EN,2,2.176298318,41.4025892
02-2014-2071,L'EIXAMPLE,la Sagrada Família,CARRER,VALENCIA,1,439,,,,,,,PR,1,2.176298318,41.4025892
02-2014-2079,L'EIXAMPLE,la Sagrada Família,CARRER,VALENCIA,1,439,,,,,,,4,2,2.176298318,41.4025892
02-2014-2082,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,BAILEN,1,77,,,,,,,PR,2,2.171563712,41.39605957
02-2014-2083,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,BAILEN,1,77,,,,,,,2,1,2.171563712,41.39605957
02-2014-2084,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,BAILEN,1,77,,,,,,,3,2,2.171563712,41.39605957
02-2014-2085,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,BAILEN,1,77,,,,,,,4,2,2.171563712,41.39605957
06-2014-0541,GRACIA,la Vila de Gràcia,CARRER,PROVIDENCIA,2,44,,,,,,,1,1,2.156886048,41.4065365
10-2014-0781,SANT MARTI,el Poblenou,CARRER,JONCAR,1,47,,51,,2,,E,3,4,2.205536771,41.40222031
02-2014-0420,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,ARIBAU,2,138,,,,,,,2,1,2.155431368,41.39148095
02-2014-0421,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,ROSSELLO,2,164,,,,,,,PR,2,2.155442954,41.3917345
03-2014-0167,SANTS-MONTJUÏC,Sants - Badal,CARRER,SUGRANYES,2,28,,,,,,,4,3,2.128018342,41.37441396
03-2014-0168,SANTS-MONTJUÏC,Sants - Badal,CARRER,SUGRANYES,2,28,,,,,,,2,3,2.128018342,41.37441396
03-2014-0169,SANTS-MONTJUÏC,Sants - Badal,CARRER,SUGRANYES,2,28,,,,,,,BJ,1,2.128018342,41.37441396
03-2014-0170,SANTS-MONTJUÏC,Sants - Badal,CARRER,SUGRANYES,2,28,,,,,,,5,2,2.128018342,41.37441396
03-2014-0171,SANTS-MONTJUÏC,Sants - Badal,CARRER,SUGRANYES,2,28,,,,,,,1,2,2.128018342,41.37441396
05-2014-0125,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,CARRER,CALAF,1,19,,,,,,,PR,2,2.144033983,41.39725692
10-2014-0432,SANT MARTI,el Poblenou,RAMBLA,POBLENOU,2,16,,,,,,,1,6,2.204907018,41.3984393
02-2014-1523,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,CORSEGA,1,225,,,,,,,2,1,2.152973882,41.39186562
10-2014-0436,SANT MARTI,el Poblenou,RAMBLA,POBLENOU,2,16,,,,,,,1,7,2.204907018,41.3984393
02-2014-1531,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,PROVENÇA,2,192,,194,,,,,5,3,2.154613251,41.38941573
02-2014-1580,L'EIXAMPLE,la Sagrada Família,PASSATGE,MAIOL,1,9,,,,,,,EN,1,2.174425367,41.40178937
06-2014-0406,GRACIA,el Camp d'en Grassot i Gràcia Nova,CARRER,PARE LAINEZ,1,53,,,,,,,2,,2.166683801,41.40787227
10-2014-0488,SANT MARTI,la Vila Olímpica del Poblenou,CARRER,FREDERIC MOMPOU,1,13,,,,,,,3,2,2.199501056,41.39214357
02-2014-1744,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,CONSELL DE CENT,2,290,,,,,,,3,2,2.164044598,41.38970817
02-2014-1746,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,CONSELL DE CENT,2,290,,,,,,,3,1,2.164044598,41.38970817
02-2014-1749,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,CONSELL DE CENT,2,290,,,,,,,4,1,2.164044598,41.38970817
02-2014-0195,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,BRUC,1,69,,,,,,,EN,1,2.169903261,41.39389821
02-2014-0559,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,CONSELL DE CENT,2,354,,,,,,,4,2,2.169535815,41.3938329
02-2014-0560,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,CONSELL DE CENT,2,354,,,,,,,2,2,2.169535815,41.3938329
06-2014-0174,GRACIA,la Vila de Gràcia,CARRER,TORRIJOS,1,17,,,,,,,4,1,2.15902185,41.4031533
06-2014-0386,GRACIA,la Salut,RAMBLA,MERCEDES,1,19,,,,,,,2,1,2.154231345,41.41244053
02-2014-1548,L'EIXAMPLE,Sant Antoni,CARRER,VILADOMAT,2,36,,,,,,,SA,,2.161487051,41.37666061
02-2014-1578,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,ARAGO,2,348,,350,,,,,5,2,2.17076198,41.39639423
02-2014-1594,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,ROSSELLO,1,247,,,,,,,PR,1,2.159162642,41.39482696
02-2014-1604,L'EIXAMPLE,la Sagrada Família,PASSATGE,GAIOLA,1,9,,,,,,,BJ,2,2.173020541,41.40095728
02-2014-2189,L'EIXAMPLE,el Fort Pienc,CARRER,ARAGO,1,401,,,,,,,PR,1,2.174589756,41.39967427
10-2014-0503,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDUSTRIA,1,207,,,,,,,5,1,2.176977407,41.41163491
10-2014-0505,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDUSTRIA,1,207,,,,,,,5,2,2.176977407,41.41163491
10-2014-0507,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDUSTRIA,1,213,,,,,,,1,1,2.177180015,41.41179667
10-2014-0510,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDUSTRIA,1,213,,,,,,,1,2,2.177180015,41.41179667
10-2014-0511,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDUSTRIA,1,213,,,,,,,1,3,2.177180015,41.41179667
10-2014-0513,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDUSTRIA,1,213,,,,,,,1,4,2.177180015,41.41179667
10-2014-0515,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDUSTRIA,1,213,,,,,,,2,1,2.177180015,41.41179667
10-2014-0517,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDUSTRIA,1,213,,,,,,,2,2,2.177180015,41.41179667
10-2014-0520,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDUSTRIA,1,213,,,,,,,2,3,2.177180015,41.41179667
10-2014-0522,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDUSTRIA,1,213,,,,,,,2,4,2.177180015,41.41179667
10-2014-0524,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDUSTRIA,1,213,,,,,,,3,1,2.177180015,41.41179667
02-2014-0310,L'EIXAMPLE,la Dreta de l'Eixample,RONDA,SANT PERE,1,33,,,,,,,2,4,2.175854462,41.39028041
03-2014-0289,SANTS-MONTJUÏC,el Poble Sec,CARRER,BLAI,2,44,,,,,,,3,1,2.163385489,41.37417054
02-2014-1148,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,MUNTANER,2,64,,,,,,,2,1,2.159111283,41.3869937
02-2014-1150,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,BAILEN,2,22,,,,,,,AT,1,2.176293108,41.39276599
02-2014-1156,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,MUNTANER,2,64,,,,,,,2,2,2.159111283,41.3869937
02-2014-1157,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,MUNTANER,2,64,,,,,,,3,2,2.159111283,41.3869937
02-2014-1158,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,MUNTANER,2,64,,,,,,,4,1,2.159111283,41.3869937
02-2014-1160,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,MUNTANER,2,64,,,,,,,4,2,2.159111283,41.3869937
03-2014-0354,SANTS-MONTJUÏC,Sants,CARRER,GALILEU,2,150,,,,,,,4,2,2.133975001,41.38040797
02-2014-1192,L'EIXAMPLE,Sant Antoni,GRAN VIA,CORTS CATALANES,2,384,,390,,,,I,SA,1,2.150557621,41.3757763
10-2014-0740,SANT MARTI,la Verneda i la Pau,RAMBLA,PRIM,2,192,,,,,,,5,4,2.205430739,41.42220343
10-2014-0742,SANT MARTI,el Poblenou,CARRER,DOCTOR TRUETA,2,228,,,,,,,2,2,2.204324294,41.39908883
10-2014-0371,SANT MARTI,Diagonal Mar i el Front Marítim del Poblenou,PASSEIG,TAULAT,2,142,,,,,,,2,B,2.209814229,41.402219
02-2014-1234,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,PARIS,1,193,,,,,,,7,1,2.153195745,41.39373811
03-2014-0392,SANTS-MONTJUÏC,el Poble Sec,CARRER,SALVA,1,37,,,,,,,2,3,2.165720428,41.37298958
10-2014-0315,SANT MARTI,el Clot,AVINGUDA,MERIDIANA,2,88,,,,,,,1,1,2.187178158,41.40670476
10-2014-0316,SANT MARTI,Diagonal Mar i el Front Marítim del Poblenou,PASSEIG,TAULAT,1,233,,,,,,F,5,2,2.210431706,41.40344702
10-2014-0317,SANT MARTI,Provençals del Poblenou,CARRER,PERE IV,2,344,,,,,,,2,2,2.2026489,41.40911914
02-2014-0946,L'EIXAMPLE,la Sagrada Família,CARRER,SARDENYA,2,364,,,,,,,4,2,2.170612691,41.40559113
02-2014-0958,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,ARAGO,2,266,,,,,,,2,1,2.16394575,41.39123191
03-2014-0197,SANTS-MONTJUÏC,Sants,CARRER,SANT BALTASAR,1,17,,,,,,,5,3,2.134304703,41.37179192
09-2014-0333,SANT ANDREU,la Sagrera,CARRER,INDUSTRIA,1,353,,,,,,A,3,1,2.189420058,41.42095766
06-2014-0137,GRACIA,Vallcarca i els Penitents,AVINGUDA,REPUBLICA ARGENTINA,2,36,,,,,,,1,2,2.147170195,41.40875062
02-2014-0211,L'EIXAMPLE,la Sagrada Família,CARRER,MARINA,2,300,,,,,,,AT,,2.173622559,41.4053053
02-2014-1759,L'EIXAMPLE,la Sagrada Família,CARRER,CORSEGA,2,518,,,,,,,PR,1,2.17133158,41.40542326
02-2014-1762,L'EIXAMPLE,la Sagrada Família,CARRER,CORSEGA,2,518,,,,,,,PR,2,2.17133158,41.40542326
02-2014-1765,L'EIXAMPLE,la Sagrada Família,CARRER,CORSEGA,2,518,,,,,,,PR,3,2.17133158,41.40542326
02-2014-1767,L'EIXAMPLE,la Sagrada Família,CARRER,CORSEGA,2,518,,,,,,,PR,4,2.17133158,41.40542326
02-2014-1768,L'EIXAMPLE,la Sagrada Família,CARRER,CORSEGA,2,518,,,,,,,1,1,2.17133158,41.40542326
02-2014-1770,L'EIXAMPLE,la Sagrada Família,CARRER,CORSEGA,2,518,,,,,,,1,2,2.17133158,41.40542326
02-2014-1772,L'EIXAMPLE,la Sagrada Família,CARRER,CORSEGA,2,518,,,,,,,1,3,2.17133158,41.40542326
02-2014-1773,L'EIXAMPLE,la Sagrada Família,CARRER,CORSEGA,2,518,,,,,,,1,4,2.17133158,41.40542326
02-2014-1775,L'EIXAMPLE,la Sagrada Família,CARRER,CORSEGA,2,518,,,,,,,2,1,2.17133158,41.40542326
02-2014-0628,L'EIXAMPLE,el Fort Pienc,GRAN VIA,CORTS CATALANES,1,733,,,,,,,7,1,2.180180648,41.39869487
06-2014-0221,GRACIA,la Vila de Gràcia,CARRER,SANTA ROSA,2,8,,,,,,,1,,2.153036838,41.40322705
02-2014-1609,L'EIXAMPLE,la Sagrada Família,CARRER,INDUSTRIA,2,116,,,,,,,PR,1,2.171824113,41.40746915
02-2014-1610,L'EIXAMPLE,la Sagrada Família,CARRER,INDUSTRIA,2,116,,,,,,,PR,2,2.171824113,41.40746915
02-2014-1614,L'EIXAMPLE,la Sagrada Família,CARRER,INDUSTRIA,2,116,,,,,,,1,1,2.171824113,41.40746915
02-2014-1620,L'EIXAMPLE,la Sagrada Família,CARRER,NAPOLS,2,266,,,,,,,4,1,2.170478547,41.40227668
02-2014-1621,L'EIXAMPLE,la Sagrada Família,CARRER,INDUSTRIA,2,116,,,,,,,1,2,2.171824113,41.40746915
02-2014-1627,L'EIXAMPLE,la Sagrada Família,CARRER,INDUSTRIA,2,116,,,,,,,2,1,2.171824113,41.40746915
07-2014-0315,HORTA-GUINARDÓ,el Guinardó,AVINGUDA,MARE DEU DE MONTSERRAT,1,137,,,,,,,EN,1,2.170104186,41.4165445
10-2014-0526,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDUSTRIA,1,213,,,,,,,3,2,2.177180015,41.41179667
10-2014-0528,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDUSTRIA,1,213,,,,,,,3,3,2.177180015,41.41179667
10-2014-0530,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDUSTRIA,1,213,,,,,,,3,4,2.177180015,41.41179667
10-2014-0532,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDUSTRIA,1,213,,,,,,,4,1,2.177180015,41.41179667
10-2014-0534,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDUSTRIA,1,213,,,,,,,4,2,2.177180015,41.41179667
10-2014-0536,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDUSTRIA,1,213,,,,,,,4,3,2.177180015,41.41179667
10-2014-0538,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDUSTRIA,1,213,,,,,,,4,4,2.177180015,41.41179667
10-2014-0541,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDUSTRIA,1,213,,,,,,,5,1,2.177180015,41.41179667
10-2014-0543,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDUSTRIA,1,213,,,,,,,5,2,2.177180015,41.41179667
10-2014-0545,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDUSTRIA,1,213,,,,,,,5,3,2.177180015,41.41179667
10-2014-0547,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDUSTRIA,1,213,,,,,,,5,4,2.177180015,41.41179667
10-2014-0549,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDUSTRIA,1,213,,,,,,,6,1,2.177180015,41.41179667
03-2014-0080,SANTS-MONTJUÏC,el Poble Sec,CARRER,ROSER,2,28,,,,,,,2,1B,2.166641101,41.37345059
02-2014-0478,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,TRAFALGAR,1,15,,,,,,,AT,2,2.175075131,41.38905959
02-2014-0551,L'EIXAMPLE,la Nova Esquerra de l'Eixample,CARRER,DIPUTACIO,1,123,,,,,,,5,,2.156679526,41.38273352
02-2014-0552,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,CONSELL DE CENT,1,315,,,,,,,4,2,2.163224707,41.38937081
02-2014-0558,L'EIXAMPLE,la Sagrada Família,PASSATGE,CENTELLES,2,22,,,,,,,2,,2.180031258,41.40788952
03-2014-0294,SANTS-MONTJUÏC,Sants - Badal,AVINGUDA,MADRID,2,114,,,,,,,1,1,2.128455743,41.37884473
10-2014-0369,SANT MARTI,la Vila Olímpica del Poblenou,CARRER,ARQUITECTE SERT,1,15,,,,,,,4,1,2.198487705,41.39117982
02-2014-1504,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,VALENCIA,1,247,,,,,,,PR,2,2.163038973,41.39262478
02-2014-1508,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,VALENCIA,1,247,,,,,,,PR,1B,2.163038973,41.39262478
03-2014-0445,SANTS-MONTJUÏC,el Poble Sec,CARRER,RADAS,2,34,,,,,,,PR,3,2.160432301,41.37246137
02-2014-1512,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,ARAGO,2,266,,,,,,,AT,,2.16394575,41.39123191
02-2014-1519,L'EIXAMPLE,la Sagrada Família,CARRER,LEPANT,1,295,,,,,,,1,2,2.174906907,41.40564326
02-2014-1522,L'EIXAMPLE,la Sagrada Família,CARRER,LEPANT,1,295,,,,,,,1,1,2.174906907,41.40564326
02-2014-1525,L'EIXAMPLE,la Nova Esquerra de l'Eixample,AVINGUDA,SARRIA,1,31,,,,,,,PR,4,2.144702788,41.3902114
02-2014-1530,L'EIXAMPLE,la Nova Esquerra de l'Eixample,AVINGUDA,SARRIA,1,31,,,,,,,1,2,2.144702788,41.3902114
02-2014-1532,L'EIXAMPLE,la Nova Esquerra de l'Eixample,AVINGUDA,SARRIA,1,31,,,,,,,1,3,2.144702788,41.3902114
02-2014-1533,L'EIXAMPLE,la Nova Esquerra de l'Eixample,AVINGUDA,SARRIA,1,31,,,,,,,4,2,2.144702788,41.3902114
04-2014-0374,LES CORTS,les Corts,CARRER,LLUÇA,1,5,,,,,,,EN,1,2.131258227,41.38125847
02-2014-0821,L'EIXAMPLE,la Dreta de l'Eixample,AVINGUDA,DIAGONAL,2,438,,,,,,,3,,2.161387466,41.39722823
03-2014-0393,SANTS-MONTJUÏC,el Poble Sec,CARRER,SALVA,1,37,,,,,,,4,3,2.165720428,41.37298958
03-2014-0394,SANTS-MONTJUÏC,el Poble Sec,CARRER,SALVA,1,37,,,,,,,3,3,2.165720428,41.37298958
06-2014-0367,GRACIA,la Vila de Gràcia,CARRER,MONTSENY,2,10,,,,,,,2,2,2.154322848,41.40166205
02-2014-1345,L'EIXAMPLE,Sant Antoni,CARRER,COMTE BORRELL,1,47,,,,,,,3,1,2.16257962,41.37726202
06-2014-0374,GRACIA,la Vila de Gràcia,CARRER,MOZART,2,20,,,,,,,2,3,2.158153994,41.39948775
06-2014-0375,GRACIA,la Vila de Gràcia,CARRER,MOZART,2,20,,,,,,,EN,6,2.158153994,41.39948775
03-2014-0328,SANTS-MONTJUÏC,el Poble Sec,CARRER,PIQUER,2,14,,,,,,,EN,4,2.171058371,41.3727372
05-2014-0194,SARRIA-SANT GERVASI,Sant Gervasi - la Bonanova,CARRER,BERLINES,1,19,,,,,,,1,3,2.138616331,41.40417412
05-2014-0195,SARRIA-SANT GERVASI,Sant Gervasi - la Bonanova,CARRER,BERLINES,1,19,,,,,,,1,2,2.138616331,41.40417412
05-2014-0196,SARRIA-SANT GERVASI,el Putxet i el Farró,CARRER,TORRE,2,4,,,,,,,1,2,2.148639177,41.40395111
06-2014-0338,GRACIA,el Camp d'en Grassot i Gràcia Nova,CARRER,NAPOLS,2,334,,,,,,,SA,1,2.166927973,41.40496466
02-2014-1051,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,CONSELL DE CENT,1,341,,,,,,,3,1B,2.164868367,41.39060396
02-2014-1053,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,CONSELL DE CENT,1,341,,,,,,,3,2B,2.164868367,41.39060396
02-2014-1054,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,CONSELL DE CENT,1,341,,,,,,,3,2A,2.164868367,41.39060396
02-2014-1055,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,CONSELL DE CENT,1,341,,,,,,,4,1A,2.164868367,41.39060396
02-2014-1056,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,CONSELL DE CENT,1,341,,,,,,,5,1A,2.164868367,41.39060396
10-2014-0105,SANT MARTI,el Poblenou,PASSATGE,MAS DE RODA,1,5,,9,,,,,2,G,2.199067503,41.39648454
10-2014-0106,SANT MARTI,el Poblenou,PASSATGE,MAS DE RODA,1,5,,9,,,,,1,G,2.199067503,41.39648454
10-2014-0107,SANT MARTI,el Poblenou,PASSATGE,MAS DE RODA,1,5,,9,,,,,BJ,G,2.199067503,41.39648454
05-2014-0094,SARRIA-SANT GERVASI,el Putxet i el Farró,CARRER,BERTRAN,2,156,,,,,,,PR,1,2.139717751,41.4106631
02-2014-0618,L'EIXAMPLE,la Sagrada Família,AVINGUDA,GAUDI,1,45,,,,,,,2,1,2.174230364,41.40742886
02-2014-0620,L'EIXAMPLE,la Sagrada Família,CARRER,ROSSELLO,1,483,,,,,,,1,1,2.175838602,41.40737512
06-2014-0362,GRACIA,la Vila de Gràcia,RAMBLA,PRAT,1,9,,,,,,,2,2,2.15230397,41.40155085
02-2014-1283,L'EIXAMPLE,la Sagrada Família,AVINGUDA,GAUDI,2,26,,28,,,,,AT,1,2.174562836,41.40662172
02-2014-1287,L'EIXAMPLE,la Sagrada Família,AVINGUDA,GAUDI,2,26,,28,,,,,4,3,2.174562836,41.40662172
02-2014-1292,L'EIXAMPLE,la Sagrada Família,AVINGUDA,GAUDI,2,26,,28,,,,,3,2,2.174562836,41.40662172
02-2014-1295,L'EIXAMPLE,la Sagrada Família,AVINGUDA,GAUDI,2,26,,28,,,,,1,1,2.174562836,41.40662172
10-2014-0550,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDUSTRIA,1,213,,,,,,,6,2,2.177180015,41.41179667
10-2014-0552,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDUSTRIA,1,213,,,,,,,6,3,2.177180015,41.41179667
10-2014-0554,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDUSTRIA,1,213,,,,,,,6,4,2.177180015,41.41179667
10-2014-0556,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDUSTRIA,1,213,,,,,,,7,1,2.177180015,41.41179667
10-2014-0557,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDUSTRIA,1,213,,,,,,,7,2,2.177180015,41.41179667
10-2014-0559,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDUSTRIA,1,213,,,,,,,8,1,2.177180015,41.41179667
10-2014-0561,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDUSTRIA,1,213,,,,,,,8,2,2.177180015,41.41179667
03-2014-0107,SANTS-MONTJUÏC,Hostafrancs,GRAN VIA,CORTS CATALANES,1,335,,,,,,,5,3,2.14637669,41.37329315
09-2014-0233,SANT ANDREU,Sant Andreu,CARRER,CINCA,2,40,,42,,,,A,2,1,2.192366165,41.43730045
02-2014-0352,L'EIXAMPLE,la Sagrada Família,CARRER,INDUSTRIA,1,153,,,,,,,2,2,2.173962976,41.40935187
03-2014-0307,SANTS-MONTJUÏC,el Poble Sec,CARRER,POETA CABANYES,2,20,,,,,,,1,2,2.165492343,41.37409449
02-2014-1534,L'EIXAMPLE,la Nova Esquerra de l'Eixample,AVINGUDA,SARRIA,1,31,,,,,,,4,1,2.144702788,41.3902114
02-2014-1535,L'EIXAMPLE,la Nova Esquerra de l'Eixample,CARRER,DIPUTACIO,2,12,,,,,,,1,1,2.14999214,41.37742902
02-2014-1540,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,ROGER DE LLURIA,1,81,,,,,,,2,2,2.166627056,41.39467048
02-2014-1544,L'EIXAMPLE,la Dreta de l'Eixample,PASSEIG,SANT JOAN,1,33,,,,,,,AT,1,2.176970584,41.39348009
02-2014-1551,L'EIXAMPLE,Sant Antoni,AVINGUDA,PARAL.LEL,2,182,B,,,,,,2,2,2.153683076,41.37519824
03-2014-0455,SANTS-MONTJUÏC,el Poble Sec,CARRER,MARGARIT,2,50,,,,,,,3,,2.163128584,41.37261507
02-2014-1565,L'EIXAMPLE,la Sagrada Família,CARRER,SARDENYA,2,364,,,,,,,5,2,2.170612691,41.40559113
02-2014-1567,L'EIXAMPLE,la Sagrada Família,CARRER,SARDENYA,2,364,,,,,,,1,3,2.170612691,41.40559113
06-2014-0402,GRACIA,el Camp d'en Grassot i Gràcia Nova,CARRER,SECRETARI COLOMA,2,8,,,,,,,1,2,2.165713033,41.40692938
02-2014-1573,L'EIXAMPLE,Sant Antoni,CARRER,VILLARROEL,2,2,,,,,,,4,2,2.162940624,41.38069081
02-2014-1581,L'EIXAMPLE,la Sagrada Família,CARRER,ARAGO,1,415,,,,,,,1,1,2.176671037,41.40130293
05-2014-0390,SARRIA-SANT GERVASI,Sarrià,CARRER,MAJOR DE SARRIA,1,183,,,,,,,BJ,3,2.117922666,41.40303007
10-2014-0955,SANT MARTI,el Besòs i el Maresme,CARRER,MARESME,2,122,,,,,,,5,3,2.211157928,41.41590985
04-2014-0467,LES CORTS,Pedralbes,AVINGUDA,MARE DE DEU DE LORDA,2,22,,,,,,,BJ,,2.108255686,41.3969419
02-2014-0827,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,BALMES,1,59,,,,,,,4,1,2.162020225,41.38963404
02-2014-0828,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,BALMES,1,59,,,,,,,5,1,2.162020225,41.38963404
04-2014-0138,LES CORTS,la Maternitat i Sant Ramon,TRAVESSERA,CORTS,2,118,,120,,,,,1,2,2.125778387,41.37990993
04-2014-0338,LES CORTS,les Corts,CARRER,GALILEU,1,281,,,,,,,1,4,2.132209828,41.383785
02-2014-1057,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,CONSELL DE CENT,1,341,,,,,,,5,2B,2.164868367,41.39060396
02-2014-1058,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,CONSELL DE CENT,1,341,,,,,,,2,2B,2.164868367,41.39060396
02-2014-1060,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,CONSELL DE CENT,1,341,,,,,,,2,2A,2.164868367,41.39060396
02-2014-1061,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,CONSELL DE CENT,1,341,,,,,,,4,2,2.164868367,41.39060396
02-2014-1062,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,CONSELL DE CENT,1,341,,,,,,,4,1B,2.164868367,41.39060396
06-2014-0339,GRACIA,la Vila de Gràcia,CARRER,ALZINA,1,19,,,,,,,BJ,,2.156173505,41.40663177
02-2014-1309,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,CORSEGA,2,402,,,,,,,5,1,2.164471083,41.40026445
02-2014-1310,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,CORSEGA,2,402,,,,,,,5,2,2.164471083,41.40026445
02-2014-1311,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,CORSEGA,2,402,,,,,,,2,2,2.164471083,41.40026445
02-2014-1348,L'EIXAMPLE,la Dreta de l'Eixample,PASSEIG,SANT JOAN,1,47,,49,,,,,1,1,2.173199234,41.39633047
02-2014-0505,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,PAU CLARIS,1,87,,,,,,,PR,3,2.170506139,41.39002304
06-2014-0148,GRACIA,la Vila de Gràcia,VIA,AUGUSTA,2,42,,,,,,,1,1,2.15383194,41.39810144
02-2014-0507,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,PAU CLARIS,1,87,,,,,,,PR,2,2.170506139,41.39002304
02-2014-1776,L'EIXAMPLE,la Sagrada Família,CARRER,CORSEGA,2,518,,,,,,,2,2,2.17133158,41.40542326
02-2014-1777,L'EIXAMPLE,la Sagrada Família,CARRER,CORSEGA,2,518,,,,,,,2,3,2.17133158,41.40542326
02-2014-1778,L'EIXAMPLE,la Sagrada Família,CARRER,CORSEGA,2,518,,,,,,,2,4,2.17133158,41.40542326
