N_EXPEDIENT,DISTRICTE,BARRI,TIPUS_CARRER,CARRER,TIPUS_NUM,NUM1,LLETRA1,NUM2,LLETRA2,BLOC,PORTAL,ESCALA,PIS,PORTA,LONGITUD_X,LATITUD_Y
05-2008-0323,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,PASSATGE,MARIMON,1,11,,,,,,,3,2,2.147839652,41.39458945
05-2008-0324,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,PASSATGE,MARIMON,1,11,,,,,,,2,2,2.147839652,41.39458945
06-2008-0207,GRACIA,el Camp d'en Grassot i Gràcia Nova,CARRER,INDUSTRIA,2,16,,,,,,,2,2,2.165719949,41.40285807
06-2008-0208,GRACIA,el Camp d'en Grassot i Gràcia Nova,CARRER,INDUSTRIA,2,16,,,,,,,7,1,2.165719949,41.40285807
06-2008-0209,GRACIA,el Camp d'en Grassot i Gràcia Nova,CARRER,INDUSTRIA,2,16,,,,,,,4,2,2.165719949,41.40285807
10-2008-0390,SANT MARTI,Diagonal Mar i el Front Marítim del Poblenou,CARRER,PELLAIRES,1,25,,,,,,,2,C,2.210217785,41.40470091
10-2008-0398,SANT MARTI,el Parc i la Llacuna del Poblenou,CARRER,ALMOGAVERS,2,54,,,,,,,2,1,2.185153933,41.39333361
02-2008-0591,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,BALMES,1,87,,,,,,,5,2,2.160012265,41.39115276
06-2008-0187,GRACIA,la Vila de Gràcia,CARRER,BONAVISTA,2,4,,,,,,,BJ,1,2.159053759,41.39779146
02-2008-0560,L'EIXAMPLE,el Fort Pienc,CARRER,AUSIAS MARC,1,95,,,,,,,5,2,2.180400437,41.39506611
02-2008-0562,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,CONSELL DE CENT,1,283,,,,,,,PR,1,2.161310032,41.38792539
02-2008-0563,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,CONSELL DE CENT,1,283,,,,,,,PR,2,2.161310032,41.38792539
02-2008-0565,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,CONSELL DE CENT,1,283,,,,,,,1,1,2.161310032,41.38792539
05-2008-0325,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,CARRER,SAGUES,1,11,,13,,,,,3,2,2.145109568,41.39404697
05-2008-0334,SARRIA-SANT GERVASI,el Putxet i el Farró,RONDA,GENERAL MITRE,2,226,,,,,,,2,4,2.147479823,41.40563253
06-2008-0163,GRACIA,la Vila de Gràcia,CARRER,FRANCISCO GINER,2,50,,,,,,,1,,2.158379287,41.39986054
03-2008-0271,SANTS-MONTJUÏC,el Poble Sec,CARRER,SALVA,2,78,,80,,,,,1,1,2.164895164,41.37150313
03-2008-0272,SANTS-MONTJUÏC,el Poble Sec,CARRER,SALVA,2,78,,80,,,,,1,3,2.164895164,41.37150313
03-2008-0273,SANTS-MONTJUÏC,el Poble Sec,CARRER,SALVA,2,78,,80,,,,,BJ,2,2.164895164,41.37150313
06-2008-0188,GRACIA,la Vila de Gràcia,CARRER,BONAVISTA,2,4,,,,,,,BJ,2,2.159053759,41.39779146
02-2008-0476,L'EIXAMPLE,la Nova Esquerra de l'Eixample,CARRER,CALABRIA,2,160,,,,,,,3,4,2.152022457,41.38210541
02-2008-0495,L'EIXAMPLE,la Dreta de l'Eixample,GRAN VIA,CORTS CATALANES,1,651,,,,,,,4,3,2.172530678,41.39295313
10-2008-0311,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,MALLORCA,2,534,,,,,,,1,,2.182067159,41.40833428
10-2008-0312,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,MALLORCA,2,534,,,,,,,3,,2.182067159,41.40833428
06-2008-0138,GRACIA,el Camp d'en Grassot i Gràcia Nova,CARRER,NAPOLS,2,282,,284,,,,,1,4,2.16940914,41.40308738
06-2008-0238,GRACIA,el Camp d'en Grassot i Gràcia Nova,CARRER,VENTALLO,2,48,,,,,,,3,3,2.165120057,41.40837874
06-2008-0239,GRACIA,el Camp d'en Grassot i Gràcia Nova,CARRER,VENTALLO,2,48,,,,,,,EN,1,2.165120057,41.40837874
06-2008-0240,GRACIA,el Camp d'en Grassot i Gràcia Nova,CARRER,VENTALLO,2,48,,,,,,,EN,4,2.165120057,41.40837874
02-2008-0544,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,ROGER DE LLURIA,1,27,,,,,,,SA,,2.170441447,41.3917867
02-2008-0690,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,TRAFALGAR,1,13,,,,,,,PR,,2.174963107,41.38905943
02-2008-0649,L'EIXAMPLE,la Sagrada Família,CARRER,ROSSELLO,1,419,,,,,,,6,1,2.172263976,41.40467526
07-2008-0184,HORTA-GUINARDÓ,el Baix Guinardó,CARRER,MARINA,2,366,,,,,,,3,1,2.16965834,41.40828371
02-2008-0470,L'EIXAMPLE,la Dreta de l'Eixample,RONDA,SANT PERE,2,38,,,,,,,1,1,2.175236346,41.38972712
10-2008-0352,SANT MARTI,el Parc i la Llacuna del Poblenou,CARRER,ALMOGAVERS,2,58,,,,,,,2,2,2.185469487,41.39356787
06-2008-0241,GRACIA,el Camp d'en Grassot i Gràcia Nova,CARRER,VENTALLO,2,48,,,,,,,1,2,2.165120057,41.40837874
06-2008-0242,GRACIA,el Camp d'en Grassot i Gràcia Nova,CARRER,VENTALLO,2,48,,,,,,,2,2,2.165120057,41.40837874
06-2008-0243,GRACIA,el Camp d'en Grassot i Gràcia Nova,CARRER,VENTALLO,2,48,,,,,,,2,4,2.165120057,41.40837874
06-2008-0244,GRACIA,el Camp d'en Grassot i Gràcia Nova,CARRER,VENTALLO,2,48,,,,,,,1,1,2.165120057,41.40837874
06-2008-0125,GRACIA,el Camp d'en Grassot i Gràcia Nova,CARRER,ROSSELLO,1,411,,,,,,,1,,2.17151152,41.40411381
05-2008-0329,SARRIA-SANT GERVASI,el Putxet i el Farró,RONDA,GENERAL MITRE,2,226,,,,,,,1,2,2.147479823,41.40563253
05-2008-0330,SARRIA-SANT GERVASI,el Putxet i el Farró,RONDA,GENERAL MITRE,2,226,,,,,,,2,2,2.147479823,41.40563253
02-2008-0366,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,BRUC,1,65,,,,,,,4,1,2.170092561,41.39375576
01-2013-0670,CIUTAT VELLA,la Barceloneta,CARRER,SANT MIQUEL,2,58,,,,,,,PR,,2.188670162,41.37871945
05-2008-0243,SARRIA-SANT GERVASI,el Putxet i el Farró,CARRER,FRANCOLI,2,40,,,,,,,BJ,3,2.146398599,41.40376784
10-2008-0378,SANT MARTI,Provençals del Poblenou,CARRER,BAC DE RODA,2,118,,,,,,,12,3,2.203394169,41.40818484
10-2008-0380,SANT MARTI,Provençals del Poblenou,CARRER,BAC DE RODA,2,118,,,,,,,12,4,2.203394169,41.40818484
06-2008-0251,GRACIA,la Vila de Gràcia,CARRER,VERDI,2,14,,,,,,,2,2,2.157402659,41.40342383
03-2008-0367,SANTS-MONTJUÏC,el Poble Sec,PASSEIG,MONTJUIC,2,32,,,,,,,4,11,2.171176806,41.37235444
05-2008-0320,SARRIA-SANT GERVASI,Sarrià,CARRER,CORNET I MAS,2,4,,,,,,,1,2,2.123335227,41.39836026
02-2008-0530,L'EIXAMPLE,Sant Antoni,GRAN VIA,CORTS CATALANES,2,516,,,,,,,3,2,2.15829831,41.38159787
10-2008-0412,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDEPENDENCIA,2,350,,,,,,,SA,,2.179213549,41.41110402
10-2008-0413,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,CORSEGA,2,662,,,,,,,EN,2,2.179349547,41.41144686
02-2008-0625,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,VALENCIA,2,366,,,,,,,2,2,2.170564036,41.39801108
02-2008-0627,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,VALENCIA,2,366,,,,,,,2,1,2.170564036,41.39801108
02-2008-0629,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,VALENCIA,2,366,,,,,,,3,2,2.170564036,41.39801108
06-2008-0189,GRACIA,la Vila de Gràcia,CARRER,BONAVISTA,2,4,,,,,,,1,1,2.159053759,41.39779146
06-2008-0190,GRACIA,la Vila de Gràcia,CARRER,BONAVISTA,2,4,,,,,,,1,2,2.159053759,41.39779146
06-2008-0191,GRACIA,la Vila de Gràcia,CARRER,BONAVISTA,2,4,,,,,,,1,3,2.159053759,41.39779146
06-2008-0192,GRACIA,la Vila de Gràcia,CARRER,BONAVISTA,2,4,,,,,,,1,4,2.159053759,41.39779146
06-2008-0193,GRACIA,la Vila de Gràcia,CARRER,BONAVISTA,2,4,,,,,,,2,1,2.159053759,41.39779146
03-2008-0266,SANTS-MONTJUÏC,el Poble Sec,CARRER,SALVA,2,78,,80,,,,,BJ,1,2.164895164,41.37150313
03-2008-0267,SANTS-MONTJUÏC,el Poble Sec,CARRER,SALVA,2,78,,80,,,,,1,2,2.164895164,41.37150313
02-2008-0513,L'EIXAMPLE,la Nova Esquerra de l'Eixample,CARRER,LLANÇA,1,25,,,,,,,1,1,2.146767713,41.37897555
06-2008-0194,GRACIA,la Vila de Gràcia,CARRER,BONAVISTA,2,4,,,,,,,2,2,2.159053759,41.39779146
06-2008-0195,GRACIA,la Vila de Gràcia,CARRER,BONAVISTA,2,4,,,,,,,2,3,2.159053759,41.39779146
06-2008-0196,GRACIA,la Vila de Gràcia,CARRER,BONAVISTA,2,4,,,,,,,2,4,2.159053759,41.39779146
02-2008-1181,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,ARAGO,1,281,,,,,,,5,2,2.166017132,41.39322475
02-2009-0159,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,ARAGO,1,373,,,,,,,1,2,2.172827153,41.39837373
02-2009-0158,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,ARAGO,1,373,,,,,,,PR,2,2.172827153,41.39837373
06-2008-0431,GRACIA,la Vila de Gràcia,TRAVESSERA,GRACIA,1,133,,,,,,,BJ,,2.156151328,41.40039537
06-2008-0432,GRACIA,la Vila de Gràcia,TRAVESSERA,GRACIA,1,133,,,,,,,1,1,2.156151328,41.40039537
06-2008-0433,GRACIA,la Vila de Gràcia,TRAVESSERA,GRACIA,1,133,,,,,,,1,2,2.156151328,41.40039537
06-2008-0434,GRACIA,la Vila de Gràcia,TRAVESSERA,GRACIA,1,133,,,,,,,2,1,2.156151328,41.40039537
06-2008-0435,GRACIA,la Vila de Gràcia,TRAVESSERA,GRACIA,1,133,,,,,,,2,2,2.156151328,41.40039537
06-2008-0436,GRACIA,la Vila de Gràcia,TRAVESSERA,GRACIA,1,133,,,,,,,3,1,2.156151328,41.40039537
02-2009-0076,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,ARIBAU,1,11,,,,,,A,PR,2,2.16205331,41.38619583
02-2008-1230,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,DIPUTACIO,1,197,,,,,,,AT,,2.161066264,41.38603472
02-2008-1231,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,DIPUTACIO,1,197,,,,,,,5,1,2.161066264,41.38603472
02-2008-1232,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,DIPUTACIO,1,197,,,,,,,5,2,2.161066264,41.38603472
10-2008-0685,SANT MARTI,Diagonal Mar i el Front Marítim del Poblenou,PASSEIG,TAULAT,1,231,,,,,,E,4,3,2.210431706,41.40344702
06-2008-0381,GRACIA,Vallcarca i els Penitents,CARRER,BOLIVAR,1,17,,,,,,,PR,1,2.147248824,41.40952381
10-2008-0715,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDUSTRIA,2,198,,,,,,,5,2,2.176899365,41.41128949
10-2008-0716,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDUSTRIA,2,198,,,,,,,1,1,2.176899365,41.41128949
02-2009-0160,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,ARAGO,1,373,,,,,,,2,1,2.172827153,41.39837373
06-2008-0437,GRACIA,la Vila de Gràcia,TRAVESSERA,GRACIA,1,133,,,,,,,3,2,2.156151328,41.40039537
06-2008-0438,GRACIA,la Vila de Gràcia,TRAVESSERA,GRACIA,1,133,,,,,,,4,1,2.156151328,41.40039537
06-2008-0439,GRACIA,la Vila de Gràcia,TRAVESSERA,GRACIA,1,133,,,,,,,4,2,2.156151328,41.40039537
02-2008-1238,L'EIXAMPLE,la Nova Esquerra de l'Eixample,GRAN VIA,CORTS CATALANES,1,439,,,,,,,2,1,2.153358019,41.37854053
02-2008-1233,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,DIPUTACIO,1,307,,,,,,B,2,1,2.170167639,41.39288628
02-2008-1239,L'EIXAMPLE,la Nova Esquerra de l'Eixample,GRAN VIA,CORTS CATALANES,1,439,,,,,,,2,2,2.153358019,41.37854053
02-2008-1241,L'EIXAMPLE,la Nova Esquerra de l'Eixample,GRAN VIA,CORTS CATALANES,1,439,,,,,,,5,1,2.153358019,41.37854053
02-2008-0919,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,GIRONA,1,97,,,,,,,2,4,2.1691903,41.39614379
10-2009-0029,SANT MARTI,el Parc i la Llacuna del Poblenou,CARRER,ALMOGAVERS,2,6,,,,,,,EN,4,2.182745388,41.39155347
10-2009-0069,SANT MARTI,Diagonal Mar i el Front Marítim del Poblenou,CARRER,PELLAIRES,1,25,,,,,,,BJ,A,2.210217785,41.40470091
10-2008-0691,SANT MARTI,la Vila Olímpica del Poblenou,CARRER,MARINA,1,23,,,,,,,4,2,2.195165415,41.38814025
10-2008-0692,SANT MARTI,Provençals del Poblenou,CARRER,FLUVIA,1,109,,111,,,,C,6,2,2.204236287,41.40860008
02-2008-1136,L'EIXAMPLE,Sant Antoni,CARRER,VILLARROEL,2,48,,,,,,,2,1,2.160448399,41.38256174
02-2008-1137,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,CASP,1,63,,,,,,,2,1,2.176123317,41.39356811
02-2008-1138,L'EIXAMPLE,la Nova Esquerra de l'Eixample,CARRER,DIPUTACIO,1,123,,125,,,,,3,2,2.156679526,41.38273352
02-2008-1139,L'EIXAMPLE,la Dreta de l'Eixample,RAMBLA,CATALUNYA,2,98,B,,,,,,2,2,2.160430058,41.39347774
10-2008-0693,SANT MARTI,el Poblenou,CARRER,VIDAL I DE VALENCIANO,1,19,,,,,,,12,1,2.20763342,41.39932466
02-2008-1140,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,ALI BEI,1,29,,,,,,,3,1,2.178565554,41.39200047
02-2008-1141,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,ALI BEI,1,29,,,,,,,2,1,2.178565554,41.39200047
02-2008-1142,L'EIXAMPLE,el Fort Pienc,CARRER,CASP,2,190,,,,,,,6,1,2.182123614,41.39779895
03-2008-0475,SANTS-MONTJUÏC,Sants,CARRER,RIEGO,1,39,,,,,,,BJ,1,2.13832497,41.3770395
03-2008-0476,SANTS-MONTJUÏC,Sants,CARRER,RIEGO,1,39,,,,,,,BJ,2,2.13832497,41.3770395
03-2008-0477,SANTS-MONTJUÏC,Sants,CARRER,RIEGO,1,39,,,,,,,2,1,2.13832497,41.3770395
03-2008-0478,SANTS-MONTJUÏC,Sants,CARRER,RIEGO,1,39,,,,,,,2,2,2.13832497,41.3770395
03-2008-0479,SANTS-MONTJUÏC,Sants,CARRER,RIEGO,1,39,,,,,,,2,3,2.13832497,41.3770395
03-2008-0480,SANTS-MONTJUÏC,Sants,CARRER,RIEGO,1,39,,,,,,,3,1,2.13832497,41.3770395
03-2008-0481,SANTS-MONTJUÏC,Sants,CARRER,RIEGO,1,39,,,,,,,3,2,2.13832497,41.3770395
02-2008-0955,L'EIXAMPLE,el Fort Pienc,CARRER,AUSIAS MARC,1,157,,159,,,,D,AT,2,2.18412206,41.39784974
10-2008-0582,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,ARAGO,1,565,,,,,,,1,1,2.184894458,41.40744147
10-2008-0583,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,ARAGO,1,565,,,,,,,1,2,2.184894458,41.40744147
10-2008-0586,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,ARAGO,1,565,,,,,,,2,1,2.184894458,41.40744147
10-2008-0587,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,ARAGO,1,565,,,,,,,2,2,2.184894458,41.40744147
10-2008-0588,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,ARAGO,1,565,,,,,,,3,1,2.184894458,41.40744147
10-2008-0589,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,ARAGO,1,565,,,,,,,3,2,2.184894458,41.40744147
10-2008-0590,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,ARAGO,1,565,,,,,,,4,1,2.184894458,41.40744147
10-2008-0591,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,ARAGO,1,565,,,,,,,4,2,2.184894458,41.40744147
10-2008-0592,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,ARAGO,1,565,,,,,,,5,1,2.184894458,41.40744147
02-2008-0878,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,GIRONA,1,99,,,,,,,1,1,2.169131442,41.39618827
02-2008-1242,L'EIXAMPLE,la Nova Esquerra de l'Eixample,GRAN VIA,CORTS CATALANES,1,439,,,,,,,6,3,2.153358019,41.37854053
02-2008-0723,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,ENRIC GRANADOS,1,21,,,,,,,6,2,2.16147559,41.38833689
03-2008-0482,SANTS-MONTJUÏC,Sants,CARRER,RIEGO,1,39,,,,,,,3,3,2.13832497,41.3770395
02-2008-0966,L'EIXAMPLE,la Dreta de l'Eixample,RONDA,SANT PERE,1,3,,,,,,,5,1,2.17068944,41.38834878
02-2008-0967,L'EIXAMPLE,,RONDA,SANT PERE,1,3,,,,,,,4,5,2.17068944,41.38834878
02-2008-0968,L'EIXAMPLE,,RONDA,SANT PERE,1,3,,,,,,,4,1,2.17068944,41.38834878
02-2008-0970,L'EIXAMPLE,,RONDA,SANT PERE,1,3,,,,,,,3,6,2.17068944,41.38834878
02-2008-0971,L'EIXAMPLE,la Dreta de l'Eixample,RONDA,SANT PERE,1,3,,,,,,,3,1,2.17068944,41.38834878
02-2008-0972,L'EIXAMPLE,la Dreta de l'Eixample,RONDA,SANT PERE,1,3,,,,,,,2,5,2.17068944,41.38834878
02-2008-0973,L'EIXAMPLE,la Dreta de l'Eixample,RONDA,SANT PERE,1,3,,,,,,,2,1,2.17068944,41.38834878
02-2008-0974,L'EIXAMPLE,la Dreta de l'Eixample,RONDA,SANT PERE,1,3,,,,,,,2,4,2.17068944,41.38834878
10-2008-0593,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,ARAGO,1,565,,,,,,,5,2,2.184894458,41.40744147
02-2009-0003,L'EIXAMPLE,la Nova Esquerra de l'Eixample,CARRER,ENTENÇA,2,98,,,,,,,BJ,1,2.150036649,41.38019371
02-2009-0004,L'EIXAMPLE,la Nova Esquerra de l'Eixample,CARRER,ENTENÇA,2,98,,,,,,,BJ,2,2.150036649,41.38019371
02-2009-0005,L'EIXAMPLE,la Nova Esquerra de l'Eixample,CARRER,ENTENÇA,2,98,,,,,,,1,1,2.150036649,41.38019371
02-2009-0006,L'EIXAMPLE,la Nova Esquerra de l'Eixample,CARRER,ENTENÇA,2,98,,,,,,,1,2,2.150036649,41.38019371
02-2008-1019,L'EIXAMPLE,la Nova Esquerra de l'Eixample,GRAN VIA,CORTS CATALANES,1,429,,,,,,,4,2,2.152845538,41.3781991
10-2008-0625,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDEPENDENCIA,1,287,,,,,,,2,1,2.182865776,41.40803773
10-2008-0626,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDEPENDENCIA,1,287,,,,,,,1,1,2.182865776,41.40803773
10-2008-0627,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDEPENDENCIA,1,287,,,,,,,3,2,2.182865776,41.40803773
10-2008-0628,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDEPENDENCIA,1,287,,,,,,,3,1,2.182865776,41.40803773
10-2008-0629,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDEPENDENCIA,1,287,,,,,,,2,2,2.182865776,41.40803773
10-2008-0630,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDEPENDENCIA,1,287,,,,,,,BJ,,2.182865776,41.40803773
10-2008-0631,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDEPENDENCIA,1,287,,,,,,,4,1,2.182865776,41.40803773
10-2008-0632,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDEPENDENCIA,1,287,,,,,,,1,2,2.182865776,41.40803773
10-2008-0633,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDEPENDENCIA,1,287,,,,,,,4,2,2.182865776,41.40803773
06-2008-0301,GRACIA,el Camp d'en Grassot i Gràcia Nova,PASSATGE,NOGUES,2,26,,,,,,,PR,3,2.166291964,41.40807208
02-2008-0805,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,MUNTANER,2,148,,,,,,,3,,2.154492697,41.39048009
02-2008-1103,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,GIRONA,1,15,,,,,,,PR,1,2.175263,41.39155797
02-2008-1104,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,GIRONA,1,15,,,,,,,PR,2,2.175263,41.39155797
02-2008-1212,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,MALLORCA,2,152,,,,,,,PR,2,2.154670595,41.38775534
05-2008-0447,SARRIA-SANT GERVASI,Sarrià,CARRER,MARE DE DEU DE NURIA,1,11,,15,,,,,1,2,2.12419099,41.39853843
02-2008-0965,L'EIXAMPLE,la Dreta de l'Eixample,PASSEIG,GRACIA,1,23,,,,,,B,1,2,2.166472329,41.3904748
07-2008-0282,HORTA-GUINARDÓ,el Baix Guinardó,TRAVESSERA,GRACIA,1,441,,,,,,,1,3,2.173273332,41.4112917
07-2008-0283,HORTA-GUINARDÓ,el Baix Guinardó,TRAVESSERA,GRACIA,1,441,,,,,,,PR,4,2.173273332,41.4112917
02-2009-0161,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,ARAGO,1,373,,,,,,,2,2,2.172827153,41.39837373
02-2009-0162,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,ARAGO,1,373,,,,,,,3,2,2.172827153,41.39837373
02-2008-1112,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,ARAGO,2,338,,,,,,,1,3,2.170311821,41.39605356
05-2008-0496,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,CARRER,GANDUXER,2,74,,76,,,,,EN,D,2.135022333,41.39837266
02-2008-1113,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,ROSSELLO,2,114,,,,,,,3,2,2.151239022,41.38858625
02-2008-0849,L'EIXAMPLE,el Fort Pienc,PASSEIG,SANT JOAN,2,28,,,,,,,2,2,2.178473724,41.39300963
10-2008-0594,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,ARAGO,1,565,,,,,,,6,1,2.184894458,41.40744147
10-2008-0595,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,ARAGO,1,565,,,,,,,6,2,2.184894458,41.40744147
02-2008-1102,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,ROSSELLO,2,202,,,,,,,EN,1,2.157713858,41.39343953
10-2008-0525,SANT MARTI,el Poblenou,CARRER,PERE IV,2,244,,246,,,,,5,2,2.19975414,41.40509348
02-2009-0007,L'EIXAMPLE,la Nova Esquerra de l'Eixample,CARRER,ENTENÇA,2,98,,,,,,,1,3,2.150036649,41.38019371
02-2009-0008,L'EIXAMPLE,la Nova Esquerra de l'Eixample,CARRER,ENTENÇA,2,98,,,,,,,2,1,2.150036649,41.38019371
05-2008-0420,SARRIA-SANT GERVASI,Sarrià,CARRER,BENET MATEU,2,26,,,,,,,3,2,2.126974788,41.39232995
10-2008-0634,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDEPENDENCIA,1,287,,,,,,,5,1,2.182865776,41.40803773
10-2008-0635,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDEPENDENCIA,1,287,,,,,,,5,2,2.182865776,41.40803773
02-2009-0029,L'EIXAMPLE,,PLAÇA,DOCTOR LETAMENDI,2,26,,,,,,,1,1,2.160678183,41.38952903
02-2009-0065,L'EIXAMPLE,Sant Antoni,CARRER,TAMARIT,2,136,,,,,,,6,4,2.159562773,41.37745594
02-2009-0066,L'EIXAMPLE,Sant Antoni,CARRER,TAMARIT,2,102,,,,,,,4,2,2.157421826,41.37584119
02-2008-0922,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,GIRONA,1,97,,,,,,,3,4,2.1691903,41.39614379
02-2008-0923,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,GIRONA,1,97,,,,,,,4,4,2.1691903,41.39614379
02-2008-0924,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,GIRONA,1,97,,,,,,,AT,1,2.1691903,41.39614379
02-2008-0925,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,GIRONA,1,97,,,,,,,AT,2,2.1691903,41.39614379
02-2008-0785,L'EIXAMPLE,la Sagrada Família,CARRER,LEPANT,1,315,,,,,,,1,2,2.173452756,41.40674399
10-2008-0503,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,CORUNYA,2,20,,,,,,,AT,2,2.185138077,41.40839102
02-2008-1108,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,GIRONA,1,103,,,,,,,3,2,2.16890212,41.39635784
06-2008-0373,GRACIA,la Vila de Gràcia,CARRER,FRANCISCO GINER,2,16,,,,,,,4,2,2.159454431,41.39890168
02-2009-0163,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,ARAGO,1,373,,,,,,,4,1,2.172827153,41.39837373
02-2009-0153,L'EIXAMPLE,la Nova Esquerra de l'Eixample,CARRER,DIPUTACIO,2,18,,,,,,,5,B,2.150248891,41.37762213
02-2008-1114,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,ROGER DE LLURIA,1,119,,,,,,,SA,,2.16433523,41.39640409
07-2008-0263,HORTA-GUINARDÓ,el Guinardó,CARRER,RENAIXENÇA,2,54,,,,,,,BJ,C,2.177524311,41.41838851
07-2008-0262,HORTA-GUINARDÓ,el Guinardó,CARRER,RENAIXENÇA,2,54,,56,,,,,BJ,B,2.177524311,41.41838851
06-2008-0294,GRACIA,el Camp d'en Grassot i Gràcia Nova,CARRER,SARDENYA,1,359,,,,,,,2,3,2.170131651,41.40566703
03-2008-0406,SANTS-MONTJUÏC,Sants - Badal,CARRER,SANTS,1,273,,,,,,,1,2,2.129988471,41.37542786
02-2009-0121,L'EIXAMPLE,la Sagrada Família,CARRER,CASTILLEJOS,1,213,,,,,,,5,2,2.181884304,41.40364222
02-2009-0067,L'EIXAMPLE,Sant Antoni,CARRER,VILADOMAT,1,71,,,,,,,2,2,2.159116834,41.37817723
07-2008-0220,HORTA-GUINARDÓ,el Baix Guinardó,TRAVESSERA,GRACIA,2,372,,,,,,,EN,2,2.173081986,41.41089197
02-2008-0798,L'EIXAMPLE,la Dreta de l'Eixample,PASSEIG,SANT JOAN,2,66,,,,,,,3,2,2.17359564,41.3966947
02-2008-1122,L'EIXAMPLE,el Fort Pienc,AVINGUDA,DIAGONAL,1,243,,,,,,,BJ,2,2.181065275,41.40168755
02-2009-0164,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,ARAGO,1,373,,,,,,,4,2,2.172827153,41.39837373
