N_EXPEDIENT,CODI_DISTRICTE,NOM_DISTRICTE,CODI_BARRI,NOM_BARRI,TIPUS_CARRER,CARRER,TIPUS_NUM,NUM1,LLETRA1,NUM2,LLETRA2,BLOC,PORTAL,ESCALA,PIS,PORTA
02-2012-0477,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,ROSSELLO,2,380,,382,,,,,02,4
02-2012-0487,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,GIRONA,1,27,,,,,,,01,1B
02-2012-0488,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Avinguda,DIAGONAL,1,317,,,,,,,3,2
02-2012-0493,02,L'EIXAMPLE,05,el Fort Pienc,Carrer,AUSIAS MARC,2,146,,,,,,,03,3
02-2012-0511,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,ROSSELLO,2,380,,382,,,,,03,4
02-2012-0536,02,L'EIXAMPLE,10,Sant Antoni,Ronda,SANT PAU,1,1,,,,,,,01,2
02-2012-0537,02,L'EIXAMPLE,10,Sant Antoni,Ronda,SANT PAU,1,1,,,,,,,01,1
02-2012-0555,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,PROVENÇA,2,474,,,,,,B,02,4
02-2012-0580,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,CASP,1,19,,,,,,,06,2
02-2012-0582,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Passeig,GRACIA,1,15,,,,,,,06,1B
02-2012-0617,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,PROVENÇA,1,131,,133,,,,,03,1
02-2012-0631,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,MUNTANER,2,32,,,,,,,EN,
02-2012-0646,02,L'EIXAMPLE,10,Sant Antoni,Avinguda,PARAL.LEL,2,120,,122,,,,,7,D
02-2012-0656,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,CASANOVA,2,136,,138,,,,A,7,2
02-2012-0660,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,SICILIA,2,322,,,,,,,02,2
02-2012-0663,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,SICILIA,2,322,,,,,,,04,1
02-2012-0669,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ROSSELLO,2,244,,,,,,,04,1
02-2012-0686,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Avinguda,JOSEP TARRADELLAS,2,54,,,,,,,07,1
02-2012-0687,02,L'EIXAMPLE,10,Sant Antoni,Carrer,SEPULVEDA,1,85,,,,,,,SA,
02-2012-0733,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,203,,,,,,,05,1
02-2012-0738,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,NAPOLS,1,149,,,,,,,PR,4
02-2012-0767,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,BRUC,1,55,,,,,,B,01,1
02-2012-0783,02,L'EIXAMPLE,10,Sant Antoni,Carrer,MANSO,2,58,,,,,,,02,1
02-2012-0794,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,BAILEN,1,125,,,,,,,04,4
02-2012-0832,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,BRUC,1,55,,,,,,B,02,1
02-2012-0837,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Passeig,GRACIA,1,3,,,,,,,04,4
02-2012-0888,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Passeig,GRACIA,1,83,,,,,,,02,5
02-2012-0935,02,L'EIXAMPLE,06,la Sagrada Família,Avinguda,DIAGONAL,2,318,,,,,,,01,1
02-2012-0946,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,CASTILLEJOS,1,287,,,,,,,AT,2
02-2012-0960,02,L'EIXAMPLE,10,Sant Antoni,Carrer,SEPULVEDA,2,94,,,,,,,PR,4
02-2012-0999,02,L'EIXAMPLE,05,el Fort Pienc,Carrer,SICILIA,1,109,,,,,,,2,B
02-2012-1001,02,L'EIXAMPLE,05,el Fort Pienc,Carrer,SICILIA,1,109,,,,,,,3,A
02-2012-1022,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,ARIBAU,2,92,,,,,,,4,1
02-2012-1079,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Plaça,TETUAN,2,10,,,,,,,PR,3
02-2012-1091,02,L'EIXAMPLE,06,la Sagrada Família,Avinguda,GAUDI,2,8,,,,,,,04,2B
02-2012-1122,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,VALENCIA,2,290,,,,,,,03,2
02-2012-1125,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,VALENCIA,2,290,,,,,,,02,2
02-2012-1127,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,VALENCIA,2,290,,,,,,,03,4
02-2012-1152,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,VALENCIA,1,355,,,,,,,3,2
02-2012-1164,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,MALLORCA,2,148,,,,,,,5,4
02-2012-1173,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,BAILEN,1,169,,,,,,,05,2
02-2012-1180,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,207,,,,,,,03,4
02-2012-1186,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,207,,,,,,,05,2
02-2012-1188,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,207,,,,,,,05,4
02-2012-1197,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,ROSSELLO,2,446,,,,,,,EN,2
02-2012-1213,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,ARIBAU,2,176,B,,,,,,03,2
02-2012-1234,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,PAU CLARIS,2,178,,,,,,,02,1B
02-2012-1239,02,L'EIXAMPLE,10,Sant Antoni,Carrer,TAMARIT,2,104,,,,,,E,EN,1
02-2012-1248,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,ROSSELLO,1,437,,,,,,,PR,2
02-2012-1249,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,PROVENÇA,1,131,,133,,,,,01,1
02-2012-1252,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Rambla,CATALUNYA,2,8,,,,,,,05,4
02-2012-1271,02,L'EIXAMPLE,10,Sant Antoni,Gran Via,CORTS CATALANES,2,474,,,,,,,05,2
02-2012-1288,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Carrer,COMTE BORRELL,2,238,,,,,,,AT,1
02-2012-1304,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,GIRONA,2,80,,,,,,,2,1
02-2012-1309,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,GIRONA,2,80,,,,,,,BJ,2
02-2012-1313,02,L'EIXAMPLE,10,Sant Antoni,Gran Via,CORTS CATALANES,2,444,,,,,,,03,2
02-2012-1319,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,ARAGO,1,207,,,,,,,03,1
02-2012-1322,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,MUNTANER,2,26,,,,,,,2,1
02-2012-1324,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,CASTILLEJOS,2,332,,,,,,,02,4
02-2012-1333,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ROGER DE LLURIA,2,82,,,,,,,02,2A
02-2012-1342,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,CORSEGA,1,535,,,,,,,03,3
02-2012-1343,02,L'EIXAMPLE,10,Sant Antoni,Avinguda,PARAL.LEL,2,204,,,,,,,3,B
02-2012-1360,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Avinguda,DIAGONAL,2,354,,,,,,,01,2
02-2012-1361,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,PAU CLARIS,2,76,,,,,,,AT,1
02-2012-1369,02,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE BORRELL,2,98,,,,,,,01,2
02-2012-1378,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ROGER DE LLURIA,2,40,,,,,,,03,1
02-2012-1387,02,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE D'URGELL,1,53,,,,,,,SA,1
02-2012-1420,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Avinguda,DIAGONAL,1,377,,,,,,,06,2
02-2012-1443,02,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE BORRELL,2,106,,,,,,,PR,1
02-2012-1457,02,L'EIXAMPLE,05,el Fort Pienc,Gran Via,CORTS CATALANES,2,794,,,,,,,07,1
02-2012-1461,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Avinguda,DIAGONAL,1,377,,,,,,,06,1
02-2012-1472,02,L'EIXAMPLE,10,Sant Antoni,Carrer,FLORIDABLANCA,2,128,,,,,,,01,
02-2012-1501,02,L'EIXAMPLE,10,Sant Antoni,Carrer,CASANOVA,1,9,,,,,,,2,1
02-2012-1527,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ARAGO,2,312,,,,,,,1,2
02-2012-1528,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ARAGO,2,312,,,,,,,2,1
02-2012-1585,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ARAGO,2,312,,,,,,,6,3
02-2012-1625,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Carrer,COMTE D'URGELL,1,151,,,,,,2,06,2
02-2012-1637,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Avinguda,SARRIA,1,33,,,,,,,PR,4
02-2012-1661,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,MALLORCA,2,374,,,,,,,03,2
02-2012-1678,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,PADILLA,2,300,,,,,,,EN,1
02-2012-1686,02,L'EIXAMPLE,05,el Fort Pienc,Plaça,TETUAN,2,36,,,,,,,17,1
02-2012-1688,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,207,,,,,,,BJ,1
02-2012-1697,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Ronda,SANT PERE,2,22,,,,,,,06,3
02-2012-1722,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,CASANOVA,2,96,,,,,,,6,1
02-2012-1727,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,CASANOVA,2,96,,,,,,,4,2
02-2012-1742,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,CASANOVA,2,96,,,,,,,BJ,
02-2012-1771,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,CONSELL DE CENT,1,421,,,,,,,03,2
02-2012-1786,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,BALMES,1,119,,,,,,,01,3
02-2012-1799,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,VALENCIA,1,363,,,,,,,1,
02-2012-1809,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,PROVENÇA,1,529,,,,,,,PR,2
02-2012-1857,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Carrer,VILADOMAT,2,198,,,,,,,03,2
02-2012-1861,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,ARIBAU,1,39,,,,,,,02,2B
02-2012-1899,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ROSSELLO,2,328,,,,,,,02,1
02-2012-1906,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Carrer,COMTE BORRELL,1,251,,,,,,,02,1
02-2012-1921,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,VILLARROEL,1,195,,,,,,,05,4
02-2012-1935,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,MALLORCA,1,439,,,,,,,03,1
02-2012-1936,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,GIRONA,1,15,,,,,,,AT,
02-2012-1956,02,L'EIXAMPLE,10,Sant Antoni,Carrer,ENTENÇA,1,33,,,,,,,PR,1
02-2012-1972,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,AUSIAS MARC,1,5,,,,,,,AT,1
02-2012-1977,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Rambla,CATALUNYA,2,8,,,,,,,02,2
02-2012-1984,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,CONSELL DE CENT,1,343,,,,,,,4,2
02-2012-1987,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,PROVENÇA,1,503,B,,,,,,02,
02-2012-1989,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,CASANOVA,2,96,,,,,,,3,2
02-2012-1990,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,PROVENÇA,1,503,B,,,,,,04,
02-2012-2001,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ROSSELLO,2,328,,,,,,,AT,2
02-2012-2008,02,L'EIXAMPLE,10,Sant Antoni,Carrer,SEPULVEDA,1,169,,,,,,,4,1
02-2012-2024,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,ARIBAU,1,137,,,,,,,PR,1
02-2013-0001,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,NAPOLS,2,272,,,,,,,PR,2
02-2013-0022,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Carrer,ROCAFORT,1,105,,,,,,A,03,2
02-2013-0032,02,L'EIXAMPLE,10,Sant Antoni,Carrer,FLORIDABLANCA,1,119,,,,,,,SA,2
02-2013-0037,02,L'EIXAMPLE,10,Sant Antoni,Carrer,SEPULVEDA,1,181,,,,,,,03,2B
02-2013-0050,02,L'EIXAMPLE,10,Sant Antoni,Ronda,SANT PAU,1,1,,,,,,,EN,1
02-2013-0106,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ROGER DE FLOR,1,121,,,,,,,PR,2
02-2013-0149,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,BALMES,2,28,,,,,,,01,1
02-2013-0157,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,PROVENÇA,1,451,,,,,,,04,1
02-2013-0179,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Rambla,CATALUNYA,1,99,,,,,,,03,2
02-2013-0199,02,L'EIXAMPLE,05,el Fort Pienc,Carrer,CONSELL DE CENT,1,477,,,,,,,02,1
02-2013-0203,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Gran Via,CORTS CATALANES,2,620,,,,,,,03,1C
02-2013-0259,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,PELAI,1,7,,,,,,,01,G
02-2013-0285,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,VALENCIA,1,235,,,,,,,01,1
02-2013-0294,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,ARAGO,1,207,,,,,,,05,1
02-2013-0328,02,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE BORRELL,1,41,,,,,,,PR,2
02-2013-0381,02,L'EIXAMPLE,10,Sant Antoni,Carrer,SEPULVEDA,1,45,,,,,,A,4,2
02-2013-0450,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,DIPUTACIO,1,291,,,,,,,03,2
02-2013-0454,02,L'EIXAMPLE,06,la Sagrada Família,Avinguda,GAUDI,2,8,,,,,,,02,2
02-2013-0457,02,L'EIXAMPLE,06,la Sagrada Família,Avinguda,GAUDI,2,8,,,,,,,EN,2B
02-2013-0465,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,VALENCIA,2,506,,,,,,,03,2
02-2013-0476,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,DIPUTACIO,1,291,,,,,,,PR,2
02-2013-0480,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Carrer,ROCAFORT,2,124,,,,,,,PR,4
02-2013-0499,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Carrer,ARAGO,2,100,,,,,,,04,3
02-2013-0508,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,VALENCIA,1,465,,,,,,,PR,3
02-2013-0572,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,CORSEGA,2,394,,,,,,,AT,4
02-2013-0574,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,MALLORCA,1,373,,,,,,,PR,2
02-2013-0582,02,L'EIXAMPLE,05,el Fort Pienc,Carrer,MARINA,2,212,,,,,,,05,2
02-2013-0600,02,L'EIXAMPLE,10,Sant Antoni,Carrer,ENTENÇA,1,33,,,,,,,01,2
02-2013-0629,02,L'EIXAMPLE,05,el Fort Pienc,Passeig,SANT JOAN,2,30,,,,,,,01,2
02-2013-0631,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Passeig,GRACIA,2,44,,,,,,,06,G
02-2013-0661,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,VALENCIA,2,284,,,,,,,01,2B
02-2013-0663,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,VALENCIA,2,284,,,,,,,01,2A
02-2013-0667,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Ronda,UNIVERSITAT,1,35,,,,,,,04,2
02-2013-0683,02,L'EIXAMPLE,10,Sant Antoni,Carrer,TAMARIT,1,187,,,,,,,PR,1
02-2013-0686,02,L'EIXAMPLE,10,Sant Antoni,Carrer,TAMARIT,1,187,,,,,,,01,2
02-2013-0690,02,L'EIXAMPLE,10,Sant Antoni,Carrer,TAMARIT,1,187,,,,,,,03,1
02-2013-0700,02,L'EIXAMPLE,05,el Fort Pienc,Gran Via,CORTS CATALANES,2,720,,,,,,,PR,2
02-2013-0711,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,CONSELL DE CENT,2,430,,,,,,,05,3
02-2013-0721,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,BALMES,2,64,,,,,,,04,2
02-2013-0722,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,BALMES,2,64,,,,,,,PR,1
02-2013-0735,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Passatge,VALERI SERRA,1,19,,,,,,,EN,1
02-2013-0747,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,ARIBAU,2,56,,,,,,,05,1
02-2013-0749,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,CONSELL DE CENT,2,442,,,,,,,EN,
02-2013-0804,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Avinguda,DIAGONAL,1,307,,,,,,,PR,2
02-2013-0814,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,VALENCIA,1,329,,,,,,,1,1
02-2013-0921,02,L'EIXAMPLE,05,el Fort Pienc,Carrer,MARINA,2,212,,,,,,,02,1
02-2013-0922,02,L'EIXAMPLE,05,el Fort Pienc,Carrer,ROGER DE FLOR,1,89,,,,,,,02,1
02-2013-0953,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,ARAGO,1,207,,,,,,,01,2
02-2013-0969,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Gran Via,CORTS CATALANES,1,667,,,,,,,03,2
02-2013-0983,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Carrer,ENTENÇA,1,163,,,,,,,4,1
02-2013-0989,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Carrer,CALABRIA,2,222,,,,,,,04,1
02-2013-1011,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,SARDENYA,2,338,,,,,,,02,2
02-2013-1032,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Ronda,SANT PERE,1,35,,,,,,,01,2
02-2013-1064,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,ARIBAU,2,100,,,,,,,01,2
02-2013-1086,02,L'EIXAMPLE,10,Sant Antoni,Carrer,MUNTANER,1,7,,,,,,,03,1
02-2013-1100,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Gran Via,CORTS CATALANES,1,439,,,,,,,06,4
02-2013-1102,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Gran Via,CORTS CATALANES,1,439,,,,,,,05,2
02-2013-1104,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Gran Via,CORTS CATALANES,1,439,,,,,,,07,2
02-2013-1109,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Gran Via,CORTS CATALANES,2,634,,,,,,,4,3
02-2013-1127,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Gran Via,CORTS CATALANES,1,555,,,,,,,01,
02-2013-1133,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,COMTE D'URGELL,2,214,,,,,,,PR,
02-2013-1163,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,CORSEGA,1,559,,,,,,,2,2
02-2013-1165,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,PARIS,2,204,,,,,,,02,2
02-2013-1168,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Carrer,ARAGO,1,39,,,,,,,PR,3
02-2013-1188,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,CONSELL DE CENT,1,545,,,,,,,02,3
02-2013-1195,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,CONSELL DE CENT,1,545,,,,,,,07,4
02-2013-1218,02,L'EIXAMPLE,05,el Fort Pienc,Carrer,SICILIA,2,264,,,,,,2,01,D
02-2013-1219,02,L'EIXAMPLE,05,el Fort Pienc,Carrer,SICILIA,2,264,,,,,,2,01,C
02-2013-1239,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,CASTILLEJOS,1,323,,,,,,,05,2
02-2013-1263,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,ARIBAU,1,105,,,,,,,PR,2
02-2013-1292,02,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE BORRELL,1,35,,,,,,,SA,1
02-2013-1295,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,CASANOVA,2,160,,,,,,,AT,2
02-2013-1315,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Rambla,CATALUNYA,2,22,,,,,,A,1,1
02-2013-1318,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,DOS DE MAIG,1,327,,329,,,,,01,2
02-2013-1331,02,L'EIXAMPLE,05,el Fort Pienc,Passeig,SANT JOAN,2,6,,,,,,,04,2
02-2013-1344,02,L'EIXAMPLE,10,Sant Antoni,Carrer,TAMARIT,1,185,,,,,,,05,B
02-2013-1392,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,BALMES,2,104,,,,,,,PR,3
02-2013-1408,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,VALENCIA,2,334,,,,,,,04,3
02-2013-1416,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Ronda,UNIVERSITAT,1,33,,,,,,,AT,1
02-2013-1424,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,MALLORCA,1,341,,,,,,,02,2
02-2013-1493,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,PROVENÇA,1,183,,,,,,,04,4
02-2013-1505,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,VALENCIA,1,241,,,,,,,PR,1
02-2013-1517,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,INDUSTRIA,1,189,,,,,,,04,1
02-2013-1539,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Ronda,SANT PERE,2,44,,,,,,,PR,1A
02-2013-1553,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,CONSELL DE CENT,2,436,,,,,,,03,1
02-2013-1587,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Carrer,PROVENÇA,2,82,,,,,,,05,A
02-2013-1592,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,SARDENYA,1,269,,,,,,,AT,1
02-2013-1606,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ROGER DE LLURIA,2,54,,,,,,,PR,1A
02-2013-1639,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Carrer,ROSSELLO,2,20,,,,,,,01,1
02-2013-1641,02,L'EIXAMPLE,06,la Sagrada Família,Passatge,MAIOL,1,25,,27,,,,,02,1
02-2013-1646,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Avinguda,DIAGONAL,2,434,,,,,,,BJ,
02-2013-1679,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Carrer,ARAGO,1,39,,,,,,,4,3
02-2013-1707,02,L'EIXAMPLE,10,Sant Antoni,Carrer,CASANOVA,1,9,,,,,,,02,4
02-2013-1725,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Carrer,ROCAFORT,2,102,,,,,,,EN,2
02-2013-1728,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Carrer,ROCAFORT,2,102,,,,,,,EN,1
02-2013-1781,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,CORSEGA,2,260,,,,,,,EN,
02-2013-1789,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Gran Via,CORTS CATALANES,1,549,,,,,,,04,1
02-2013-1791,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Carrer,COMTE BORRELL,2,132,,,,,,,04,1
02-2013-1806,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,BALMES,1,83,,,,,,,PR,2
02-2013-1810,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,CASTILLEJOS,1,251,,,,,,,PR,2
02-2013-1856,02,L'EIXAMPLE,05,el Fort Pienc,Avinguda,DIAGONAL,1,245,,,,,,,01,1
02-2013-1869,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ROGER DE LLURIA,2,20,,,,,,,02,2A
02-2013-1926,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,INDUSTRIA,2,184,,,,,,,03,
02-2013-1952,02,L'EIXAMPLE,10,Sant Antoni,Carrer,VILLARROEL,2,50,,,,,,,EN,2
02-2013-1963,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,MALLORCA,1,255,,,,,,,03,3
02-2013-1969,02,L'EIXAMPLE,05,el Fort Pienc,Carrer,DIPUTACIO,1,477,,,,,,,05,2
02-2013-1987,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,221,,,,,,D,05,1
02-2013-2006,02,L'EIXAMPLE,10,Sant Antoni,Carrer,CALABRIA,2,86,,,,,,,AT,3
02-2013-2009,02,L'EIXAMPLE,10,Sant Antoni,Carrer,FLORIDABLANCA,2,114,,,,,,,PR,2
02-2013-2029,02,L'EIXAMPLE,05,el Fort Pienc,Carrer,DIPUTACIO,2,470,,,,,,,PR,1
02-2013-2032,02,L'EIXAMPLE,05,el Fort Pienc,Carrer,DIPUTACIO,2,470,,,,,,,02,2
02-2013-2035,02,L'EIXAMPLE,05,el Fort Pienc,Carrer,DIPUTACIO,2,470,,,,,,,02,3
