CODI_EIXOS,M_CODI_EIXOS,BCN1,BCN2,BCN3,NOM,CARRCADAST,DOORNUM,CBARRI,NBARRI,CDISTRI,NDISTRIC,RCNUMBER,DATAINICI,ULTIMA_VISITA,X,Y,X_ED50,Y_ED50
moda,pers,"COMERÇ AL DETALL","EQUIPAMENT PERSONAL",VESTIR,"Ese O Ese","RB CATALUNYA",64,07,"la Dreta de l Eixample",02,Eixample,0128813DF3802G,2013-12-17,17/12/2013,430142,4582774,"430142,2","4582774,4"
rest,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","El Glop de la Rambla","RB CATALUNYA",65,07,"la Dreta de l Eixample",02,Eixample,0026414DF3802E,2011-04-11,17/12/2013,430118,4582730,"430118,8",4582730
farm,altr,"COMERÇ AL DETALL","QUOTIDIÀ NO ALIMENTARI",FARMÀCIES,Farmacia,"RB CATALUNYA",66,07,"la Dreta de l Eixample",02,Eixample,0128814DF3802G,2011-04-11,17/12/2013,430119,4582773,"430119,9","4582773,3"
apar,tran,SERVEIS,SERVEIS,ALTRES,Parking,"RB CATALUNYA",66,07,"la Dreta de l Eixample",02,Eixample,0128814DF3802G,2012-05-11,17/12/2013,430115,4582776,"430115,5","4582776,6"
moda,pers,"COMERÇ AL DETALL","EQUIPAMENT PERSONAL",VESTIR,"Mango Touch","RB CATALUNYA",66,07,"la Dreta de l Eixample",02,Eixample,0128814DF3802G,2012-05-11,17/12/2013,430127,4582767,"430127,7","4582767,7"
moda,pers,"COMERÇ AL DETALL","EQUIPAMENT PERSONAL",VESTIR,Zara,"RB CATALUNYA",67,07,"la Dreta de l Eixample",02,Eixample,0026413DF3802E,2011-04-11,17/12/2013,430107,4582741,"430107,7","4582741,1"
infant,pers,"COMERÇ AL DETALL","OCI I CULTURA","JOGUINES I ESPORTS",Imaginarium,"RB CATALUNYA",68,07,"la Dreta de l Eixample",02,Eixample,0128815DF3802G,2011-04-11,17/12/2013,430112,4582785,"430112,2","4582785,5"
perfu,pers,"COMERÇ AL DETALL","QUOTIDIÀ NO ALIMENTARI","DROGUERIA I PERFUMERIA",Marionnaud,"RB CATALUNYA",70,07,"la Dreta de l Eixample",02,Eixample,0128816DF3802G,2011-04-11,17/12/2013,430103,4582793,"430103,3","4582793,3"
rest,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","BemBer Cerveseria Bar","RB CATALUNYA",70,07,"la Dreta de l Eixample",02,Eixample,0128816DF3802G,2011-04-11,17/12/2013,430108,4582790,"430108,8",4582790
llar,llar,"COMERÇ AL DETALL","PARAMENT DE LA LLAR","MOBLES I ARTICLES FUSTA I METALL","Zara Home","RB CATALUNYA",71,07,"la Dreta de l Eixample",02,Eixample,0026411DF3802E,2011-04-11,17/12/2013,430092,4582757,"430092,2","4582757,7"
moda,pers,"COMERÇ AL DETALL","EQUIPAMENT PERSONAL",VESTIR,"Erre de Raso","RB CATALUNYA",72,07,"la Dreta de l Eixample",02,Eixample,0128817DF3802G,2011-04-11,17/12/2013,430089,4582811,"430089,9","4582811,1"
movi,serv,SERVEIS,ALTRES,ALTRES,Orange,"RB CATALUNYA",72,07,"la Dreta de l Eixample",02,Eixample,0128817DF3802G,2011-04-11,17/12/2013,430092,4582805,"430092,2","4582805,5"
banca,serv,SERVEIS,SERVEIS,"FINANCES I ASSEGURANCES","Banc Sabadell","RB CATALUNYA",73,07,"la Dreta de l Eixample",02,Eixample,0026410DF3802E,2011-04-11,17/12/2013,430085,4582762,"430085,5","4582762,2"
perfu,pers,"COMERÇ AL DETALL","QUOTIDIÀ NO ALIMENTARI","DROGUERIA I PERFUMERIA",OroGold,"RB CATALUNYA",74,07,"la Dreta de l Eixample",02,Eixample,0029811DF3802G,2013-12-17,17/12/2013,430067,4582840,"430067,7",4582840
moda,pers,"COMERÇ AL DETALL","EQUIPAMENT PERSONAL",VESTIR,Oysho,"RB CATALUNYA",75,07,"la Dreta de l Eixample",02,Eixample,0026409DF3802E,2011-04-11,17/12/2013,430075,4582773,"430075,5","4582773,3"
moda,pers,"COMERÇ AL DETALL","EQUIPAMENT PERSONAL",VESTIR,"Women s Secret","RB CATALUNYA",75,07,"la Dreta de l Eixample",02,Eixample,0026409DF3802E,2011-04-11,17/12/2013,430079,4582768,"430079,9","4582768,8"
llar,llar,"COMERÇ AL DETALL","PARAMENT DE LA LLAR","MOBLES I ARTICLES FUSTA I METALL","Turkestan Catifes","RB CATALUNYA",76,07,"la Dreta de l Eixample",02,Eixample,0029812DF3802G,2011-04-11,17/12/2013,430048,4582848,"430048,8","4582848,8"
hote,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","HCC Hotel Regente","RB CATALUNYA",76,07,"la Dreta de l Eixample",02,Eixample,0029812DF3802G,2011-04-11,17/12/2013,430053,4582842,"430053,3","4582842,2"
moda,pers,"COMERÇ AL DETALL","EQUIPAMENT PERSONAL",VESTIR,"Urbaks Bolsos","RB CATALUNYA",77,07,"la Dreta de l Eixample",02,Eixample,0026408DF3802E,2011-04-11,17/12/2013,430065,4582780,"430065,5",4582780
saba,pers,"COMERÇ AL DETALL","EQUIPAMENT PERSONAL","CALÇAT I PELL","Pretty Ballerinas","RB CATALUNYA",77,07,"la Dreta de l Eixample",02,Eixample,0026408DF3802E,2011-04-11,17/12/2013,430061,4582781,"430061,1","4582781,1"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","RB CATALUNYA",77,07,"la Dreta de l Eixample",02,Eixample,0026408DF3802E,2013-12-17,17/12/2013,430048,4582769,"430048,8","4582769,9"
moda,pers,"COMERÇ AL DETALL","EQUIPAMENT PERSONAL",VESTIR,Morgan,"RB CATALUNYA",78,07,"la Dreta de l Eixample",02,Eixample,0029813DF3802G,2011-04-11,17/12/2013,430041,4582854,"430041,1","4582854,4"
moda,pers,"COMERÇ AL DETALL","EQUIPAMENT PERSONAL",VESTIR,Conti,"RB CATALUNYA",78,07,"la Dreta de l Eixample",02,Eixample,0029813DF3802G,2011-04-11,17/12/2013,430036,4582861,"430036,6","4582861,1"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","RB CATALUNYA",79,07,"la Dreta de l Eixample",02,Eixample,9927310DF2892H,2013-12-17,17/12/2013,430019,4582802,"430019,9","4582802,2"
rest,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","Cafe & Tapas","RB CATALUNYA",80,07,"la Dreta de l Eixample",02,Eixample,0029814DF3802G,2011-04-11,17/12/2013,430029,4582867,"430029,9","4582867,7"
moda,pers,"COMERÇ AL DETALL","EQUIPAMENT PERSONAL",VESTIR,Promod,"RB CATALUNYA",80,07,"la Dreta de l Eixample",02,Eixample,0029814DF3802G,2011-04-11,17/12/2013,430023,4582873,"430023,3","4582873,3"
llar,llar,"COMERÇ AL DETALL","PARAMENT DE LA LLAR","MOBLES I ARTICLES FUSTA I METALL",Muji,"RB CATALUNYA",81,07,"la Dreta de l Eixample",02,Eixample,9927309DF2892H,2011-04-11,17/12/2013,430014,4582832,"430014,4","4582832,2"
ardep,pers,"COMERÇ AL DETALL","OCI I CULTURA","JOGUINES I ESPORTS**","Base Benitosports","RB CATALUNYA",81,07,"la Dreta de l Eixample",02,Eixample,9927309DF2892H,2011-04-11,17/12/2013,430021,4582825,"430021,1","4582825,5"
moda,pers,"COMERÇ AL DETALL","EQUIPAMENT PERSONAL",VESTIR,"Hita Moda Intima","RB CATALUNYA",82,07,"la Dreta de l Eixample",02,Eixample,0029815DF3802G,2011-04-11,17/12/2013,430014,4582882,"430014,4","4582882,2"
opti,pers,"COMERÇ AL DETALL",ALTRES,ALTRES,"Òptica Universitària","RB CATALUNYA",82,07,"la Dreta de l Eixample",02,Eixample,0029815DF3802G,2011-04-11,17/12/2013,430012,4582885,"430012,2","4582885,5"
forn,quot,"COMERÇ AL DETALL","QUOTIDIÀ ALIMENTARI","PA, PASTISSERIA I LÀCTICS","El Fornet","RB CATALUNYA",82,07,"la Dreta de l Eixample",02,Eixample,0029815DF3802G,2011-04-11,17/12/2013,430019,4582876,"430019,9","4582876,6"
moda,pers,"COMERÇ AL DETALL","EQUIPAMENT PERSONAL",VESTIR,"Ese O Ese","RB CATALUNYA",82,07,"la Dreta de l Eixample",02,Eixample,0029815DF3802G,2011-04-11,17/12/2013,430016,4582879,"430016,6","4582879,9"
educp,serv,SERVEIS,SERVEIS,ENSENYAMENT,"Col.legi Esclaves Del Sagrat Cor De Jesús","RB CATALUNYA",83,07,"la Dreta de l Eixample",02,Eixample,9927308DF2892H,2012-05-11,17/12/2013,430000,4582843,430000,"4582843,3"
moda,pers,"COMERÇ AL DETALL","EQUIPAMENT PERSONAL",VESTIR,"Armani Junior","RB CATALUNYA",84,07,"la Dreta de l Eixample",02,Eixample,0029816DF3802G,2011-04-11,17/12/2013,430002,4582893,"430002,2","4582893,3"
hote,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","Hostal Windsor","RB CATALUNYA",84,07,"la Dreta de l Eixample",02,Eixample,0029816DF3802G,2011-04-11,17/12/2013,430008,4582889,"430008,8","4582889,9"
moda,pers,"COMERÇ AL DETALL","EQUIPAMENT PERSONAL",VESTIR,"Uno de 50","RB CATALUNYA",84,07,"la Dreta de l Eixample",02,Eixample,0029816DF3802G,2011-04-11,17/12/2013,430005,4582891,"430005,5","4582891,1"
moda,pers,"COMERÇ AL DETALL","EQUIPAMENT PERSONAL",VESTIR,"Eugenia Saniago Novias","RB CATALUNYA",85,07,"la Dreta de l Eixample",02,Eixample,9927307DF2892H,2011-04-11,17/12/2013,429986,4582860,"429986,6",4582860
opti,pers,"COMERÇ AL DETALL",ALTRES,ALTRES,"Morato Optiques","RB CATALUNYA",85,07,"la Dreta de l Eixample",02,Eixample,9927307DF2892H,2011-04-11,17/12/2013,429977,4582870,"429977,7",4582870
past,quot,"COMERÇ AL DETALL","QUOTIDIÀ ALIMENTARI","PA, PASTISSERIA I LÀCTICS","Häagen Dazs","RB CATALUNYA",85,07,"la Dreta de l Eixample",02,Eixample,9927307DF2892H,2011-04-11,17/12/2013,429981,4582865,"429981,1","4582865,5"
moda,pers,"COMERÇ AL DETALL","EQUIPAMENT PERSONAL",VESTIR,Unisa,"RB CATALUNYA",86,07,"la Dreta de l Eixample",02,Eixample,0029801DF3802G,2011-04-11,17/12/2013,429997,4582898,"429997,7","4582898,8"
banca,serv,SERVEIS,SERVEIS,"FINANCES I ASSEGURANCES","Caixa Catalunya","RB CATALUNYA",86,07,"la Dreta de l Eixample",02,Eixample,0029801DF3802G,2011-04-11,17/12/2013,429995,4582901,"429995,5","4582901,1"
opti,pers,"COMERÇ AL DETALL",ALTRES,ALTRES,"General Optica","RB CATALUNYA",87,07,"la Dreta de l Eixample",02,Eixample,9927306DF2892H,2011-04-11,17/12/2013,429971,4582874,"429971,1","4582874,4"
moda,pers,"COMERÇ AL DETALL","EQUIPAMENT PERSONAL",VESTIR,"La Perla","RB CATALUNYA",88,07,"la Dreta de l Eixample",02,Eixample,9929519DF2892H,2011-04-11,17/12/2013,429969,4582937,"429969,9","4582937,7"
moda,pers,"COMERÇ AL DETALL","EQUIPAMENT PERSONAL",VESTIR,"Mit-Mat Mamá","RB CATALUNYA",88,07,"la Dreta de l Eixample",02,Eixample,9929519DF2892H,2011-04-11,17/12/2013,429962,4582936,"429962,2","4582936,6"
moda,pers,"COMERÇ AL DETALL","EQUIPAMENT PERSONAL",VESTIR,"Etxart & Panno","RB CATALUNYA",89,07,"la Dreta de l Eixample",02,Eixample,9829710DF2892H,2011-04-11,17/12/2013,429934,4582914,"429934,4","4582914,4"
saba,pers,"COMERÇ AL DETALL","EQUIPAMENT PERSONAL","CALÇAT I PELL","Roy Alty","RB CATALUNYA",90,07,"la Dreta de l Eixample",02,Eixample,9929520DF2892H,2011-04-11,17/12/2013,429949,4582947,"429949,9","4582947,7"
cine,cult,SERVEIS,SERVEIS,"EQUIPAMENTS CULTURALS I RECREATIUS","Alexandra Cinemas","RB CATALUNYA",90,07,"la Dreta de l Eixample",02,Eixample,9929520DF2892H,2011-04-11,17/12/2013,429955,4582941,"429955,5","4582941,1"
rest,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","Meson Cinco Jotas","RB CATALUNYA",91,07,"la Dreta de l Eixample",02,Eixample,9829709DF2892H,2011-04-11,17/12/2013,429923,4582922,"429923,3","4582922,2"
rest,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","Cafe & Te","RB CATALUNYA",92,07,"la Dreta de l Eixample",02,Eixample,9929521DF2892H,2011-04-11,17/12/2013,429943,4582954,"429943,3","4582954,4"
moda,pers,"COMERÇ AL DETALL","EQUIPAMENT PERSONAL",VESTIR,"Casa Carbonell Bolsos","RB CATALUNYA",92,07,"la Dreta de l Eixample",02,Eixample,9929521DF2892H,2011-04-11,17/12/2013,429939,4582957,"429939,9","4582957,7"
moda,pers,"COMERÇ AL DETALL","EQUIPAMENT PERSONAL",VESTIR,"Love Store","RB CATALUNYA",94,07,"la Dreta de l Eixample",02,Eixample,9929522DF2892H,2011-04-11,17/12/2013,429927,4582968,"429927,7","4582968,8"
cafe,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)",MasQMenos,"RB CATALUNYA",94,07,"la Dreta de l Eixample",02,Eixample,9929522DF2892H,2013-12-17,17/12/2013,429946,4582978,"429946,6","4582978,8"
infant,pers,"COMERÇ AL DETALL","OCI I CULTURA","JOGUINES I ESPORTS",Orchestra,"RB CATALUNYA",95,07,"la Dreta de l Eixample",02,Eixample,9829708DF2892H,2012-05-11,17/12/2013,429915,4582929,"429915,5","4582929,9"
infant,pers,"COMERÇ AL DETALL","OCI I CULTURA","JOGUINES I ESPORTS","Du Pareil au mê","RB CATALUNYA",95,07,"la Dreta de l Eixample",02,Eixample,9829708DF2892H,2011-04-11,17/12/2013,429911,4582932,"429911,1","4582932,2"
moda,pers,"COMERÇ AL DETALL","EQUIPAMENT PERSONAL",VESTIR,"Nona Florensa","RB CATALUNYA",96,07,"la Dreta de l Eixample",02,Eixample,9929523DF2892H,2011-04-11,17/12/2013,429923,4582973,"429923,3","4582973,3"
llar,llar,"COMERÇ AL DETALL","PARAMENT DE LA LLAR","MOBLES I ARTICLES FUSTA I METALL","Tapicerias Gancedo","RB CATALUNYA",97,07,"la Dreta de l Eixample",02,Eixample,9829707DF2892H,2011-04-11,17/12/2013,429901,4582943,"429901,1","4582943,3"
perfu,pers,"COMERÇ AL DETALL","QUOTIDIÀ NO ALIMENTARI","DROGUERIA I PERFUMERIA","Julià Perfumeria","RB CATALUNYA",97,07,"la Dreta de l Eixample",02,Eixample,9829707DF2892H,2011-04-11,17/12/2013,429905,4582938,"429905,5","4582938,8"
moda,pers,"COMERÇ AL DETALL","EQUIPAMENT PERSONAL",VESTIR,dlunic,"RB CATALUNYA",98,07,"la Dreta de l Eixample",02,Eixample,9829707DF2892H,2013-12-17,17/12/2013,429891,4582927,"429891,1","4582927,7"
banca,serv,SERVEIS,SERVEIS,"FINANCES I ASSEGURANCES",BBVA,"RB CATALUNYA",98,07,"la Dreta de l Eixample",02,Eixample,9929524DF2892H,2011-04-11,17/12/2013,429913,4582977,"429913,3","4582977,7"
pelu,serv,SERVEIS,SERVEIS,ALTRES,"Raffel Pages","RB CATALUNYA",99,07,"la Dreta de l Eixample",02,Eixample,9829706DF2892H,2011-04-11,17/12/2013,429894,4582949,"429894,4","4582949,9"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","RB CATALUNYA",100,07,"la Dreta de l Eixample",02,Eixample,9929501DF2892H,2012-05-11,17/12/2013,429899,4582997,"429899,9","4582997,7"
rest,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","La Bodegueta","RB CATALUNYA",100,07,"la Dreta de l Eixample",02,Eixample,9929501DF2892H,2011-04-11,17/12/2013,429900,4582989,429900,"4582989,9"
llar,llar,"COMERÇ AL DETALL","PARAMENT DE LA LLAR","MOBLES I ARTICLES FUSTA I METALL","Le Creuset","RB CATALUNYA",102,07,"la Dreta de l Eixample",02,Eixample,9930318DF2893B,2013-12-17,17/12/2013,429872,4583032,"429872,2","4583032,2"
moda,pers,"COMERÇ AL DETALL","EQUIPAMENT PERSONAL",VESTIR,"Panama Jack","RB CATALUNYA",102,07,"la Dreta de l Eixample",02,Eixample,9929524DF2892H,2011-04-11,17/12/2013,429907,4582982,"429907,7","4582982,2"
moda,pers,"COMERÇ AL DETALL","EQUIPAMENT PERSONAL",VESTIR,"Punto Roma","RB CATALUNYA",102,07,"la Dreta de l Eixample",02,Eixample,9930318DF2893B,2011-04-11,17/12/2013,429862,4583033,"429862,2","4583033,3"
farm,altr,"COMERÇ AL DETALL","QUOTIDIÀ NO ALIMENTARI",FARMÀCIES,Farmacia,"RB CATALUNYA",102,07,"la Dreta de l Eixample",02,Eixample,9930318DF2893B,2011-04-11,17/12/2013,429866,4583033,"429866,6","4583033,3"
saba,pers,"COMERÇ AL DETALL","EQUIPAMENT PERSONAL","CALÇAT I PELL","Joan Segrera","RB CATALUNYA",102,07,"la Dreta de l Eixample",02,Eixample,9930318DF2893B,2011-04-11,17/12/2013,429859,4583035,"429859,9","4583035,5"
moda,pers,"COMERÇ AL DETALL","EQUIPAMENT PERSONAL",VESTIR,Aramis,"RB CATALUNYA",103,07,"la Dreta de l Eixample",02,Eixample,9829704DF2892H,2011-04-11,17/12/2013,429876,4582966,"429876,6","4582966,6"
past,quot,"COMERÇ AL DETALL","QUOTIDIÀ ALIMENTARI","PA, PASTISSERIA I LÀCTICS",Mauri,"RB CATALUNYA",103,07,"la Dreta de l Eixample",02,Eixample,9829704DF2892H,2011-04-11,17/12/2013,429871,4582970,"429871,1",4582970
rest,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","Restaurant del Mur Muri Asian Cuisine","RB CATALUNYA",104,07,"la Dreta de l Eixample",02,Eixample,9930301DF2893B,2011-04-11,17/12/2013,429839,4583056,"429839,9","4583056,6"
hote,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","Mur Muri Hotel","RB CATALUNYA",104,07,"la Dreta de l Eixample",02,Eixample,9930301DF2893B,2011-04-11,17/12/2013,429845,4583049,"429845,5","4583049,9"
bar,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)",MurMuri,"RB CATALUNYA",104,07,"la Dreta de l Eixample",02,Eixample,9930301DF2893B,2011-04-11,17/12/2013,429841,4583052,"429841,1","4583052,2"
banca,serv,SERVEIS,SERVEIS,"FINANCES I ASSEGURANCES","La Caixa","RB CATALUNYA",105,07,"la Dreta de l Eixample",02,Eixample,9729515DF2892H,2011-04-11,17/12/2013,429836,4583005,"429836,6","4583005,5"
moda,pers,"COMERÇ AL DETALL","EQUIPAMENT PERSONAL",VESTIR,Swarovski,"RB CATALUNYA",106,07,"la Dreta de l Eixample",02,Eixample,9831617DF2893B,2011-04-11,17/12/2013,429829,4583065,"429829,9","4583065,5"
saba,pers,"COMERÇ AL DETALL","EQUIPAMENT PERSONAL","CALÇAT I PELL",Geox,"RB CATALUNYA",106,07,"la Dreta de l Eixample",02,Eixample,9831617DF2893B,2011-04-11,17/12/2013,429823,4583071,"429823,3","4583071,1"
moda,pers,"COMERÇ AL DETALL","EQUIPAMENT PERSONAL",VESTIR,Mad,"RB CATALUNYA",107,07,"la Dreta de l Eixample",02,Eixample,9729514DF2892H,2011-04-11,17/12/2013,429833,4583011,"429833,3","4583011,1"
infant,pers,"COMERÇ AL DETALL","OCI I CULTURA","JOGUINES I ESPORTS","Casas Sabateria Infantil","RB CATALUNYA",107,07,"la Dreta de l Eixample",02,Eixample,9729514DF2892H,2011-04-11,17/12/2013,429830,4583013,429830,"4583013,3"
moda,pers,"COMERÇ AL DETALL","EQUIPAMENT PERSONAL",VESTIR,"System Action","RB CATALUNYA",108,07,"la Dreta de l Eixample",02,Eixample,9831618DF2893B,2011-04-11,17/12/2013,429814,4583080,"429814,4",4583080
moda,pers,"COMERÇ AL DETALL","EQUIPAMENT PERSONAL",VESTIR,Yamamay,"RB CATALUNYA",108,07,"la Dreta de l Eixample",02,Eixample,9831618DF2893B,2011-04-11,17/12/2013,429819,4583075,"429819,9","4583075,5"
merce,pers,"COMERÇ AL DETALL","EQUIPAMENT PERSONAL",MERCERIA,"La Selecta","RB CATALUNYA",109,07,"la Dreta de l Eixample",02,Eixample,9729513DF2892H,2011-04-11,17/12/2013,429824,4583019,"429824,4","4583019,9"
perfu,pers,"COMERÇ AL DETALL","QUOTIDIÀ NO ALIMENTARI","DROGUERIA I PERFUMERIA","Kiehl s","RB CATALUNYA",110,07,"la Dreta de l Eixample",02,Eixample,9831601DF2893B,2012-05-11,17/12/2013,429808,4583093,"429808,8","4583093,3"
moda,pers,"COMERÇ AL DETALL","EQUIPAMENT PERSONAL",VESTIR,"Dolores Promesas","RB CATALUNYA",110,07,"la Dreta de l Eixample",02,Eixample,9831601DF2893B,2012-05-11,17/12/2013,429808,4583093,"429808,8","4583093,3"
pelu,serv,SERVEIS,SERVEIS,ALTRES,"Alsina Casals","RB CATALUNYA",110,07,"la Dreta de l Eixample",02,Eixample,9831601DF2893B,2012-05-11,17/12/2013,429808,4583093,"429808,8","4583093,3"
pelu,serv,SERVEIS,SERVEIS,ALTRES,MyHair,"RB CATALUNYA",110,07,"la Dreta de l Eixample",02,Eixample,9831601DF2893B,2012-05-11,17/12/2013,429808,4583093,"429808,8","4583093,3"
saba,pers,"COMERÇ AL DETALL","EQUIPAMENT PERSONAL","CALÇAT I PELL","Mar Bessas","RB CATALUNYA",111,07,"la Dreta de l Eixample",02,Eixample,9729512DF2892H,2011-04-11,17/12/2013,429814,4583030,"429814,4",4583030
pelu,serv,SERVEIS,SERVEIS,ALTRES,Cebado,"RB CATALUNYA",111,07,"la Dreta de l Eixample",02,Eixample,9729512DF2892H,2011-04-11,17/12/2013,429820,4583025,429820,"4583025,5"
moda,pers,"COMERÇ AL DETALL","EQUIPAMENT PERSONAL",VESTIR,"Lourdes Bergada","RB CATALUNYA",112,07,"la Dreta de l Eixample",02,Eixample,9732716DF2893B,2011-04-11,17/12/2013,429775,4583131,"429775,5","4583131,1"
moda,pers,"COMERÇ AL DETALL","EQUIPAMENT PERSONAL",VESTIR,"Agatha Biju","RB CATALUNYA",112,07,"la Dreta de l Eixample",02,Eixample,9732716DF2893B,2011-04-11,17/12/2013,429781,4583131,"429781,1","4583131,1"
moda,pers,"COMERÇ AL DETALL","EQUIPAMENT PERSONAL",VESTIR,Misako,"RB CATALUNYA",113,07,"la Dreta de l Eixample",02,Eixample,9729511DF2892H,2011-04-11,17/12/2013,429804,4583040,"429804,4",4583040
moda,pers,"COMERÇ AL DETALL","EQUIPAMENT PERSONAL",VESTIR,Nekane,"RB CATALUNYA",113,07,"la Dreta de l Eixample",02,Eixample,9729511DF2892H,2011-04-11,17/12/2013,429810,4583034,429810,"4583034,4"
banca,serv,SERVEIS,SERVEIS,"FINANCES I ASSEGURANCES",Santander,"RB CATALUNYA",114,07,"la Dreta de l Eixample",02,Eixample,9732717DF2893B,2011-04-11,17/12/2013,429762,4583135,"429762,2","4583135,5"
banca,serv,SERVEIS,SERVEIS,"FINANCES I ASSEGURANCES","Banc Sabadell","RB CATALUNYA",115,07,"la Dreta de l Eixample",02,Eixample,9729509DF2892H,2013-12-17,17/12/2013,429765,4583052,"429765,5","4583052,2"
ticsoft,ALTRES,ALTRES,ALTRES,ALTRES,"Status 2","CL REGAS",20,26,"Sant Gervasi - Galvany",05,"Sarrià-Sant Gervasi",9235315DF2893E,2014-03-31,31/03/2014,429173085383622,458360855495313,"429173,308","4583608,855"
llar,llar,"COMERÇ AL DETALL","PARAMENT DE LA LLAR","MOBLES I ARTICLES FUSTA I METALL","Muy Mucho Oportunitats","RB CATALUNYA",116,07,"la Dreta de l Eixample",02,Eixample,9732718DF2893B,2012-05-11,17/12/2013,429755,4583140,"429755,5",4583140
moda,pers,"COMERÇ AL DETALL","EQUIPAMENT PERSONAL",VESTIR,"El Ganso","RB CATALUNYA",116,07,"la Dreta de l Eixample",02,Eixample,9732718DF2893B,2012-05-11,17/12/2013,429751,4583144,"429751,1","4583144,4"
farm,altr,"COMERÇ AL DETALL","QUOTIDIÀ NO ALIMENTARI",FARMÀCIES,"Farmacia Sanchis","RB CATALUNYA",117,07,"la Dreta de l Eixample",02,Eixample,9630415DF2893B,2011-04-11,17/12/2013,429745,4583095,"429745,5","4583095,5"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","RB CATALUNYA",118,07,"la Dreta de l Eixample",02,Eixample,9732719DF2893B,2011-04-11,17/12/2013,429743,4583157,"429743,3","4583157,7"
moda,pers,"COMERÇ AL DETALL","EQUIPAMENT PERSONAL",VESTIR,"American Vintage","RB CATALUNYA",118,07,"la Dreta de l Eixample",02,Eixample,9732719DF2893B,2011-04-11,17/12/2013,429747,4583152,"429747,7","4583152,2"
cafe,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)",Bopan,"RB CATALUNYA",119,07,"la Dreta de l Eixample",02,Eixample,9630414DF2893B,2011-04-11,17/12/2013,429741,4583102,"429741,1","4583102,2"
perfu,pers,"COMERÇ AL DETALL","QUOTIDIÀ NO ALIMENTARI","DROGUERIA I PERFUMERIA","San Remo Perfumeries","RB CATALUNYA",120,07,"la Dreta de l Eixample",02,Eixample,9732720DF2893B,2011-04-11,17/12/2013,429731,4583166,"429731,1","4583166,6"
moda,pers,"COMERÇ AL DETALL","EQUIPAMENT PERSONAL",VESTIR,Maje,"RB CATALUNYA",120,07,"la Dreta de l Eixample",02,Eixample,9732720DF2893B,2011-04-11,17/12/2013,429737,4583161,"429737,7","4583161,1"
perfu,pers,"COMERÇ AL DETALL","QUOTIDIÀ NO ALIMENTARI","DROGUERIA I PERFUMERIA",Sephora,"RB CATALUNYA",121,07,"la Dreta de l Eixample",02,Eixample,9630413DF2893B,2011-04-11,17/12/2013,429734,4583107,"429734,4","4583107,7"
llar,llar,"COMERÇ AL DETALL","PARAMENT DE LA LLAR","MOBLES I ARTICLES FUSTA I METALL","Sony Style","RB CATALUNYA",121,07,"la Dreta de l Eixample",02,Eixample,9630413DF2893B,2011-04-11,17/12/2013,429725,4583116,"429725,5","4583116,6"
saba,pers,"COMERÇ AL DETALL","EQUIPAMENT PERSONAL","CALÇAT I PELL",Camper,"RB CATALUNYA",122,07,"la Dreta de l Eixample",02,Eixample,9732721DF2893B,2011-04-11,17/12/2013,429722,4583175,"429722,2","4583175,5"
infant,pers,"COMERÇ AL DETALL","OCI I CULTURA","JOGUINES I ESPORTS",Catimini,"RB CATALUNYA",122,07,"la Dreta de l Eixample",02,Eixample,9732721DF2893B,2011-04-11,17/12/2013,429727,4583169,"429727,7","4583169,9"
