CODI_EIXOS,M_CODI_EIXOS,BCN1,BCN2,BCN3,NOM,CARRCADAST,DOORNUM,CBARRI,NBARRI,CDISTRI,NDISTRIC,RCNUMBER,DATAINICI,ULTIMA_VISITA,X,Y,X_ED50,Y_ED50
rest,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","Hanoi Restaurant Cuina Vietnamita","AV SARRIA",37,09,"la Nova Esquerra de l Eixample",02,Eixample,8525504DF2882F,2012-01-02,24/03/2014,428567,4582642,"428567,7","4582642,2"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV SARRIA",37,09,"la Nova Esquerra de l Eixample",02,Eixample,8525504DF2882F,2013-12-05,24/03/2014,428561,4582625,"428561,1","4582625,5"
cafe,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","Lydia Cafe","AV SARRIA",39,09,"la Nova Esquerra de l Eixample",02,Eixample,8525503DF2882F,2012-01-02,24/03/2014,428556,4582645,"428556,6","4582645,5"
masco,serv,SERVEIS,SERVEIS,ALTRES,"Stylican Perruqueria Canina","AV SARRIA",39,09,"la Nova Esquerra de l Eixample",02,Eixample,8525503DF2882F,2012-01-02,24/03/2014,428551,4582645,"428551,1","4582645,5"
forn,quot,"COMERÇ AL DETALL","QUOTIDIÀ ALIMENTARI","PA, PASTISSERIA I LÀCTICS","Macxipa Forn","AV SARRIA",41,09,"la Nova Esquerra de l Eixample",02,Eixample,8525502DF2882F,2012-01-02,24/03/2014,428542,4582647,"428542,2","4582647,7"
masco,serv,SERVEIS,SERVEIS,ALTRES,"G&G Clínica Veterinaria","AV SARRIA",41,09,"la Nova Esquerra de l Eixample",02,Eixample,8525502DF2882F,2012-01-02,24/03/2014,428547,4582646,"428547,7","4582646,6"
tall,tran,SERVEIS,SERVEIS,"REPARACIONS (ELECTRODOMÈSTICS I AUTOMÒBILS)","Av Sarrià Tallers","AV SARRIA",42,19,"les Corts",04,"Les Corts",8327609DF2882G,2012-01-02,24/03/2014,428373,4582708,"428373,3","4582708,8"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV SARRIA",42,19,"les Corts",04,"Les Corts",8327609DF2882G,2014-03-19,24/03/2014,428376,4582733,"428376,6","4582733,3"
rest,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)",Shanshirou,"AV SARRIA",43,09,"la Nova Esquerra de l Eixample",02,Eixample,8525501DF2882F,2012-01-02,24/03/2014,428529,4582651,"428529,9","4582651,1"
disco,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","Caesar Palace","AV SARRIA",44,19,"les Corts",04,"Les Corts",8327610DF2882G,2014-03-19,24/03/2014,428366,4582731,"428366,6","4582731,1"
rest,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)",Tayu,"AV SARRIA",45,19,"les Corts",04,"Les Corts",8425310DF2882E,2014-03-19,24/03/2014,428447,4582638,"428447,7","4582638,8"
ocio,cult,SERVEIS,SERVEIS,ALTRES,"45 Bingo","AV SARRIA",45,19,"les Corts",04,"Les Corts",8425310DF2882E,2012-01-02,24/03/2014,428450,4582663,428450,"4582663,3"
past,quot,"COMERÇ AL DETALL","QUOTIDIÀ ALIMENTARI","PA, PASTISSERIA I LÀCTICS","Natcha Pastisseria","AV SARRIA",45,19,"les Corts",04,"Les Corts",8425310DF2882E,2012-01-02,24/03/2014,428466,4582658,"428466,6","4582658,8"
estanc,altr,"COMERÇ AL DETALL","QUOTIDIÀ ALIMENTARI","TABAC I ARTICLES FUMADORS","Tabacos N 291","AV SARRIA",45,19,"les Corts",04,"Les Corts",8425310DF2882E,2012-01-02,24/03/2014,428441,4582665,"428441,1","4582665,5"
hote,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","Melià Hotel Barcelona","AV SARRIA",46,19,"les Corts",04,"Les Corts",8327608DF2882G,2012-01-02,24/03/2014,428341,4582715,"428341,1","4582715,5"
farm,altr,"COMERÇ AL DETALL","QUOTIDIÀ NO ALIMENTARI",FARMÀCIES,Parafarmàcia,"AV SARRIA",52,19,"les Corts",04,"Les Corts",8227906DF2882E,2012-01-02,24/03/2014,428288,4582726,"428288,8","4582726,6"
salud,serv,SERVEIS,SERVEIS,ALTRES,Depil&Sarrià,"AV SARRIA",55,19,"les Corts",04,"Les Corts",8425307DF2882E,2012-01-02,24/03/2014,428399,4582674,"428399,9","4582674,4"
pelu,serv,SERVEIS,SERVEIS,ALTRES,"Marcos Peluqueros","AV SARRIA",56,19,"les Corts",04,"Les Corts",8227907DF2882E,2012-01-02,24/03/2014,428263,4582732,"428263,3","4582732,2"
ofic,serv,SERVEIS,SERVEIS,ALTRES,"Mapfre Assegurances","AV SARRIA",56,19,"les Corts",04,"Les Corts",8227907DF2882E,2012-01-02,24/03/2014,428268,4582730,"428268,8",4582730
pape,cult,"COMERÇ AL DETALL","OCI I CULTURA","LLIBRES, DIARIS I REVISTES","Prink Cartutxos Per Impressores","AV SARRIA",56,19,"les Corts",04,"Les Corts",8227907DF2882E,2012-01-02,24/03/2014,428273,4582729,"428273,3","4582729,9"
rest,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","Sakura Restaurant Japonès","AV SARRIA",60,19,"les Corts",04,"Les Corts",8227908DF2882E,2012-01-02,24/03/2014,428247,4582736,"428247,7","4582736,6"
pape,cult,"COMERÇ AL DETALL","OCI I CULTURA","LLIBRES, DIARIS I REVISTES","Sarrià Copisteria","AV SARRIA",60,19,"les Corts",04,"Les Corts",8227908DF2882E,2012-01-02,24/03/2014,428252,4582735,"428252,2","4582735,5"
viat,serv,SERVEIS,SERVEIS,ALTRES,"Atlàntida Viatges","AV SARRIA",60,19,"les Corts",04,"Les Corts",8227908DF2882E,2012-01-02,24/03/2014,428256,4582735,"428256,6","4582735,5"
banca,serv,SERVEIS,SERVEIS,"FINANCES I ASSEGURANCES",EVO,"AV SARRIA",62,19,"les Corts",04,"Les Corts",8227902DF2882E,2012-01-02,24/03/2014,428237,4582738,"428237,7","4582738,8"
tall,tran,SERVEIS,SERVEIS,"REPARACIONS (ELECTRODOMÈSTICS I AUTOMÒBILS)","Gust Pel Gas","AV SARRIA",64,19,"les Corts",04,"Les Corts",8227901DF2882E,2012-01-02,24/03/2014,428229,4582740,"428229,9",4582740
banca,serv,SERVEIS,SERVEIS,"FINANCES I ASSEGURANCES","La Caixa","AV SARRIA",66,19,"les Corts",04,"Les Corts",8227901DF2882E,2012-01-02,24/03/2014,428212,4582743,"428212,2","4582743,3"
come,quot,"COMERÇ AL DETALL","QUOTIDIÀ ALIMENTARI",ALIMENTACIÓ,"DaGiorgio Gastronomia Italiana","AV SARRIA",67,19,"les Corts",04,"Les Corts",8226201DF2882E,2012-01-02,24/03/2014,428279,4582699,"428279,9","4582699,9"
come,quot,"COMERÇ AL DETALL","QUOTIDIÀ ALIMENTARI",ALIMENTACIÓ,"Estruch Aliments Naturals","AV SARRIA",67,19,"les Corts",04,"Les Corts",8226201DF2882E,2012-01-02,24/03/2014,428266,4582703,"428266,6","4582703,3"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV SARRIA",69,19,"les Corts",04,"Les Corts",8126504DF2882E,2014-03-19,24/03/2014,428207,4582695,"428207,7","4582695,5"
peix,quot,"COMERÇ AL DETALL","QUOTIDIÀ ALIMENTARI","PEIX I MARISC","Fruits De La Mar Escoda","AV SARRIA",69,19,"les Corts",04,"Les Corts",8126504DF2882E,2012-01-02,24/03/2014,428211,4582710,"428211,1",4582710
cafe,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","Starbucks Coffee","AV SARRIA",81,19,"les Corts",04,"Les Corts",7927901DF2872H,2012-04-26,24/03/2014,427946,4582771,"427946,6","4582771,1"
benz,tran,"COMERÇ AL DETALL","QUOTIDIÀ NO ALIMENTARI","COMBUSTIBLES I CARBURANTS",Repsol,"AV SARRIA",124,24,"les Tres Torres",05,"Sarrià-Sant Gervasi",7529202DF2872H,2012-04-26,24/03/2014,427564,4582880,"427564,4",4582880
bar,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","Carabela Bar","AV SARRIA",127,19,"les Corts",04,"Les Corts",7627907DF2872H,2012-04-26,24/03/2014,427630,4582836,427630,"4582836,6"
llar,llar,"COMERÇ AL DETALL","PARAMENT DE LA LLAR","MOBLES I ARTICLES FUSTA I METALL",Bayeltecnics,"AV SARRIA",129,19,"les Corts",04,"Les Corts",7627908DF2872H,2012-04-26,24/03/2014,427667,4582829,"427667,7","4582829,9"
cafe,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","Sarria 82 Bar","AV SARRIA",129,19,"les Corts",04,"Les Corts",7627909DF2872H,2012-04-26,24/03/2014,427679,4582829,"427679,9","4582829,9"
masco,serv,SERVEIS,SERVEIS,ALTRES,"Hospital Veterinari Dr. Javier Palacios","AV SARRIA",131,19,"les Corts",04,"Les Corts",7627903DF2872H,2012-04-26,24/03/2014,427570,4582854,427570,"4582854,4"
admi,ALTRES,ALTRES,ALTRES,ALTRES,"Institut Catala Del Sol","CL PRINCESA",1,04,"Sant Pere, Santa Caterina i la Ribera",01,"Ciutat Vella",1419901DF3811G,2012-07-23,28/11/2013,431451,4581946,"431451,1","4581946,6"
ofic,serv,SERVEIS,SERVEIS,ALTRES,Roca,"AV SARRIA",133,19,"les Corts",04,"Les Corts",7627906DF2872H,2012-04-26,24/03/2014,427602,4582844,"427602,2","4582844,4"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV SARRIA",142,24,"les Tres Torres",05,"Sarrià-Sant Gervasi",7529206DF2872H,2014-03-24,24/03/2014,427476,4582902,"427476,6","4582902,2"
banca,serv,SERVEIS,SERVEIS,"FINANCES I ASSEGURANCES","Sabadell Atlántico","AV SARRIA",148,24,"les Tres Torres",05,"Sarrià-Sant Gervasi",7529207DF2872H,2012-04-26,24/03/2014,427449,4582903,"427449,9","4582903,3"
banca,serv,SERVEIS,SERVEIS,"FINANCES I ASSEGURANCES","La Caixa","AV SARRIA",152,24,"les Tres Torres",05,"Sarrià-Sant Gervasi",7529208DF2872H,2012-04-26,24/03/2014,427427,4582908,"427427,7","4582908,8"
conc,tran,"COMERÇ AL DETALL",AUTOMOCIÓ,VEHICLES,"Motorsol Mitre","AV SARRIA",157,19,"les Corts",04,"Les Corts",7428701DF2872G,2012-04-26,24/03/2014,427437,4582879,"427437,7","4582879,9"
ofic,serv,SERVEIS,SERVEIS,ALTRES,"Sarria Forum","AV SARRIA","102 106",24,"les Tres Torres",05,"Sarrià-Sant Gervasi",7629306DF2873B,2012-04-26,24/03/2014,427712,4582849,"427712,2","4582849,9"
hote,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","Abac Hotel","AV TIBIDABO",1,25,"Sant Gervasi - la Bonanova",05,"Sarrià-Sant Gervasi",7749414DF2874H,2012-07-27,01/04/2014,427920,4584920,427920,4584920
rest,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","Abac Restaurant","AV TIBIDABO",1,25,"Sant Gervasi - la Bonanova",05,"Sarrià-Sant Gervasi",7749414DF2874H,2012-07-27,01/04/2014,427919,4584923,"427919,9","4584923,3"
cons,serv,SERVEIS,SERVEIS,"SANITAT I ASSISTÈNCIA","Dr. Manchón Centre de Diagnòstic","AV TIBIDABO",9,25,"Sant Gervasi - la Bonanova",05,"Sarrià-Sant Gervasi",7749413DF2874H,2012-07-27,01/04/2014,427909,4584945,"427909,9","4584945,5"
admi,ALTRES,ALTRES,ALTRES,ALTRES,"Agencia Catalana de l Aigua","CL PROVENÃA",206,08,"l Antiga Esquerra de l Eixample",02,Eixample,9525423DF2892F,2011-08-25,07/01/2014,429509,4582595,"429509,9","4582595,5"
educp,serv,SERVEIS,SERVEIS,ENSENYAMENT,"Escola Projecte","AV TIBIDABO",14,25,"Sant Gervasi - la Bonanova",05,"Sarrià-Sant Gervasi",7950108DF2875B,2012-07-27,01/04/2014,427898,4585024,"427898,8","4585024,4"
cons,serv,SERVEIS,SERVEIS,"SANITAT I ASSISTÈNCIA","Fundació Arana","AV TIBIDABO",15,25,"Sant Gervasi - la Bonanova",05,"Sarrià-Sant Gervasi",7749408DF2874H,2014-03-28,01/04/2014,427828446960637,458498752256695,"427828,844","4584987,752"
cons,serv,SERVEIS,SERVEIS,"SANITAT I ASSISTÈNCIA","Clínica Suma BCN","AV TIBIDABO",18,25,"Sant Gervasi - la Bonanova",05,"Sarrià-Sant Gervasi",7950109DF2875B,2012-07-27,01/04/2014,427883,4585051,"427883,3","4585051,1"
cons,serv,SERVEIS,SERVEIS,"SANITAT I ASSISTÈNCIA","Mútua Universal","AV TIBIDABO",19,25,"Sant Gervasi - la Bonanova",05,"Sarrià-Sant Gervasi",7749447DF2874H,2012-07-27,01/04/2014,427850,4585048,427850,"4585048,8"
educp,serv,SERVEIS,SERVEIS,ENSENYAMENT,"Tirol Llar d Infants","AV TIBIDABO",22,25,"Sant Gervasi - la Bonanova",05,"Sarrià-Sant Gervasi",7852708DF2875B,2012-07-27,01/04/2014,427849,4585115,"427849,9","4585115,5"
educp,serv,SERVEIS,SERVEIS,ENSENYAMENT,"Col·legi Sil","AV TIBIDABO",24,25,"Sant Gervasi - la Bonanova",05,"Sarrià-Sant Gervasi",7852709DF2875B,2012-07-27,01/04/2014,427824,4585164,"427824,4","4585164,4"
ofic,serv,SERVEIS,SERVEIS,ALTRES,"Laboratorios Gebro Pharma","AV TIBIDABO",29,25,"Sant Gervasi - la Bonanova",05,"Sarrià-Sant Gervasi",7850301DF2875B,2012-07-27,01/04/2014,427843,4585065,"427843,3","4585065,5"
cons,serv,SERVEIS,SERVEIS,"SANITAT I ASSISTÈNCIA",Unipressalud,"AV TIBIDABO",36,25,"Sant Gervasi - la Bonanova",05,"Sarrià-Sant Gervasi",7852408DF2875D,2014-03-28,01/04/2014,42778295463964,45853023217284,"427782,295","4585302,232"
educ,other,SERVEIS,SERVEIS,ENSENYAMENT,UOC,"AV TIBIDABO",39,25,"Sant Gervasi - la Bonanova",05,"Sarrià-Sant Gervasi",7653302DF2875D,2014-04-01,01/04/2014,427638934262446,458538098051335,"427638,893","4585380,098"
bar,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)",Mirablau,"AV TIBIDABO",74,25,"Sant Gervasi - la Bonanova",05,"Sarrià-Sant Gervasi",7454413DF2875C,2014-04-01,01/04/2014,427549623403583,458551207963126,"427549,962","4585512,207"
flor,altr,"COMERÇ AL DETALL","PARAMENT DE LA LLAR",FLORISTERIES,Flower,"AV VALLBONA",65,54,"Torre Baró",08,"Nou Barris",1802932DF3910B,2014-03-06,06/03/2014,431989182027887,459005930626557,"431989,918","4590059,93"
bibl,other,SERVEIS,SERVEIS,"EQUIPAMENTS CULTURALS I RECREATIUS","Biblioteca Jaume Fuster","AV VALLCARCA",1,28,"Vallcarca i els Penitents",06,Gràcia,8945606DF2884F,2014-03-03,03/03/2014,428987,4584539,"428987,7","4584539,9"
bar,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","Oishi Sushi","AV VALLCARCA",12,28,"Vallcarca i els Penitents",06,Gràcia,8947235DF2884H,2012-05-09,03/03/2014,429002,4584639,"429002,2","4584639,9"
info,altr,"COMERÇ AL DETALL","OCI I CULTURA",INFORMÀTICA,"Planeta PC","AV VALLCARCA",14,28,"Vallcarca i els Penitents",06,Gràcia,8947236DF2884H,2014-03-03,03/03/2014,429000787721807,458465219198837,"429000,078","4584652,219"
bar,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","Luis Cafeteria","AV VALLCARCA",16,28,"Vallcarca i els Penitents",06,Gràcia,8947237DF2884H,2012-05-09,03/03/2014,428984,4584661,"428984,4","4584661,1"
banca,serv,SERVEIS,SERVEIS,"FINANCES I ASSEGURANCES","La Caixa","AV VALLCARCA",22,28,"Vallcarca i els Penitents",06,Gràcia,8947238DF2884H,2012-05-09,03/03/2014,428970,4584679,428970,"4584679,9"
constr,serv,SERVEIS,SERVEIS,ALTRES,Cuiport,"AV VALLCARCA",24,28,"Vallcarca i els Penitents",06,Gràcia,8947239DF2884H,2012-05-09,03/03/2014,428963,4584687,"428963,3","4584687,7"
flor,altr,"COMERÇ AL DETALL","PARAMENT DE LA LLAR",FLORISTERIES,"Aqui Si","AV VALLCARCA",26,28,"Vallcarca i els Penitents",06,Gràcia,8947239DF2884H,2012-05-09,03/03/2014,428955,4584692,"428955,5","4584692,2"
colma,quot,"COMERÇ AL DETALL","QUOTIDIÀ ALIMENTARI",ALIMENTACIÓ,Suma,"AV VALLCARCA",28,28,"Vallcarca i els Penitents",06,Gràcia,8947240DF2884H,2012-05-09,03/03/2014,428949,4584703,"428949,9","4584703,3"
ofic,serv,SERVEIS,SERVEIS,ALTRES,"Morales Assessors","AV VALLCARCA",30,28,"Vallcarca i els Penitents",06,Gràcia,8947241DF2884H,2012-05-09,03/03/2014,428929,4584727,"428929,9","4584727,7"
bar,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","Bar La Palmera","AV VALLCARCA",30,28,"Vallcarca i els Penitents",06,Gràcia,8947241DF2884H,2012-05-09,03/03/2014,428940,4584716,428940,"4584716,6"
farm,altr,"COMERÇ AL DETALL","QUOTIDIÀ NO ALIMENTARI",FARMÀCIES,"Ortopedia Ferrer","AV VALLCARCA",32,28,"Vallcarca i els Penitents",06,Gràcia,8947241DF2884H,2012-05-09,03/03/2014,428936,4584721,"428936,6","4584721,1"
colma,quot,"COMERÇ AL DETALL","QUOTIDIÀ ALIMENTARI",ALIMENTACIÓ,Consum,"AV VALLCARCA",34,28,"Vallcarca i els Penitents",06,Gràcia,8947242DF2884H,2012-05-09,03/03/2014,428921,4584740,"428921,1",4584740
llar,llar,"COMERÇ AL DETALL","PARAMENT DE LA LLAR","MOBLES I ARTICLES FUSTA I METALL","Tecnia Decoracio","AV VALLCARCA",38,28,"Vallcarca i els Penitents",06,Gràcia,8947243DF2884H,2012-05-09,03/03/2014,428906,4584754,"428906,6","4584754,4"
ccom,quot,"COMERÇ AL DETALL","QUOTIDIÀ ALIMENTARI",ALIMENTACIÓ,Condis,"AV VALLCARCA",40,28,"Vallcarca i els Penitents",06,Gràcia,8947244DF2884H,2012-05-09,03/03/2014,428900,4584763,428900,"4584763,3"
viat,serv,SERVEIS,SERVEIS,ALTRES,"Carrefour Viatges","AV VALLCARCA",44,28,"Vallcarca i els Penitents",06,Gràcia,8947251DF2884H,2012-05-09,03/03/2014,428891,4584773,"428891,1","4584773,3"
ardep,pers,"COMERÇ AL DETALL","OCI I CULTURA","JOGUINES I ESPORTS**","Fitnes Vallcarca","AV VALLCARCA",46,28,"Vallcarca i els Penitents",06,Gràcia,8947245DF2884H,2012-05-09,03/03/2014,428887,4584778,"428887,7","4584778,8"
constr,serv,SERVEIS,SERVEIS,ALTRES,"Cis Lampisteria","AV VALLCARCA",48,28,"Vallcarca i els Penitents",06,Gràcia,8947246DF2884H,2012-05-09,03/03/2014,428884,4584786,"428884,4","4584786,6"
fruit,quot,"COMERÇ AL DETALL","QUOTIDIÀ ALIMENTARI","FRUITES I VERDURES","Fruites I Verdures","AV VALLCARCA",48,28,"Vallcarca i els Penitents",06,Gràcia,8947246DF2884H,2012-05-09,03/03/2014,428880,4584788,428880,"4584788,8"
basar,llar,"COMERÇ AL DETALL","PARAMENT DE LA LLAR","MATERIAL EQUIPAMENT LLAR","Basar Vallcarca","AV VALLCARCA",50,28,"Vallcarca i els Penitents",06,Gràcia,8947246DF2884H,2012-05-09,03/03/2014,428875,4584794,"428875,5","4584794,4"
pape,cult,"COMERÇ AL DETALL","OCI I CULTURA","LLIBRES, DIARIS I REVISTES",Alaska,"AV VALLCARCA",50,28,"Vallcarca i els Penitents",06,Gràcia,8947246DF2884H,2014-03-03,03/03/2014,428885446820355,458479406088809,"428885,544","4584794,406"
bar,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","Bar Juvenud","AV VALLCARCA",52,28,"Vallcarca i els Penitents",06,Gràcia,8947247DF2884H,2012-05-09,03/03/2014,428866,4584801,"428866,6","4584801,1"
tall,tran,SERVEIS,SERVEIS,"REPARACIONS (ELECTRODOMÈSTICS I AUTOMÒBILS)","Talleres Kael","AV VALLCARCA",54,28,"Vallcarca i els Penitents",06,Gràcia,8947248DF2884H,2012-05-09,03/03/2014,428863,4584810,"428863,3",4584810
constr,serv,SERVEIS,SERVEIS,ALTRES,"Alum Nou Sistem","AV VALLCARCA",54,28,"Vallcarca i els Penitents",06,Gràcia,8947248DF2884H,2012-05-09,03/03/2014,428857,4584813,"428857,7","4584813,3"
infant,pers,"COMERÇ AL DETALL","OCI I CULTURA","JOGUINES I ESPORTS",Andiamo,"AV VALLCARCA",56,28,"Vallcarca i els Penitents",06,Gràcia,8947249DF2884H,2012-05-09,03/03/2014,428854,4584822,"428854,4","4584822,2"
forn,quot,"COMERÇ AL DETALL","QUOTIDIÀ ALIMENTARI","PA, PASTISSERIA I LÀCTICS",Parapapan,"AV VALLCARCA",56,28,"Vallcarca i els Penitents",06,Gràcia,8947249DF2884H,2012-05-09,03/03/2014,428849,4584827,"428849,9","4584827,7"
rega,altr,"COMERÇ AL DETALL",ALTRES,ALTRES,"Petardos Cm","AV VALLCARCA",58,28,"Vallcarca i els Penitents",06,Gràcia,8947250DF2884H,2012-05-09,03/03/2014,428844,4584835,"428844,4","4584835,5"
pelu,serv,SERVEIS,SERVEIS,ALTRES,"Marisol Gonzalez Perruqueria","AV VALLCARCA",60,28,"Vallcarca i els Penitents",06,Gràcia,8947201DF2884H,2012-05-09,03/03/2014,428838,4584845,"428838,8","4584845,5"
llar,llar,"COMERÇ AL DETALL","PARAMENT DE LA LLAR","MOBLES I ARTICLES FUSTA I METALL","Muebles San Rarcos","AV VALLCARCA",60,28,"Vallcarca i els Penitents",06,Gràcia,8947201DF2884H,2012-05-09,03/03/2014,428838,4584845,"428838,8","4584845,5"
pelu,serv,SERVEIS,SERVEIS,ALTRES,"Peluqueria March","AV VALLCARCA",60,28,"Vallcarca i els Penitents",06,Gràcia,8947201DF2884H,2012-05-09,03/03/2014,428838,4584845,"428838,8","4584845,5"
tall,tran,SERVEIS,SERVEIS,"REPARACIONS (ELECTRODOMÈSTICS I AUTOMÒBILS)",Tta,"AV VALLCARCA",61,28,"Vallcarca i els Penitents",06,Gràcia,8847401DF2884H,2012-05-09,03/03/2014,428818,4584822,"428818,8","4584822,2"
rega,altr,"COMERÇ AL DETALL",ALTRES,ALTRES,Barcelona,"AV VALLCARCA",64,28,"Vallcarca i els Penitents",06,Gràcia,8849117DF2884H,2012-05-09,03/03/2014,42881879636498,45848673202669,"428818,879","4584867,732"
rega,altr,"COMERÇ AL DETALL",ALTRES,ALTRES,Souvenirs,"AV VALLCARCA",64,28,"Vallcarca i els Penitents",06,Gràcia,8849117DF2884H,2014-03-03,03/03/2014,428818796364977,458486732026695,"428818,879","4584867,732"
xarc,quot,"COMERÇ AL DETALL","QUOTIDIÀ ALIMENTARI","CARN I PORC","Xarcuteria M. Carmen","AV VALLCARCA",64,28,"Vallcarca i els Penitents",06,Gràcia,8849117DF2884H,2012-05-09,03/03/2014,428818,4584866,"428818,8","4584866,6"
bar,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","Bar Lion D Or","AV VALLCARCA",66,28,"Vallcarca i els Penitents",06,Gràcia,8849118DF2884H,2012-05-09,03/03/2014,428807,4584878,"428807,7","4584878,8"
pape,cult,"COMERÇ AL DETALL","OCI I CULTURA","LLIBRES, DIARIS I REVISTES","Papereria Segura","AV VALLCARCA",66,28,"Vallcarca i els Penitents",06,Gràcia,8849118DF2884H,2012-05-09,03/03/2014,428812,4584872,"428812,2","4584872,2"
masco,serv,SERVEIS,SERVEIS,ALTRES,Amics,"AV VALLCARCA",67,28,"Vallcarca i els Penitents",06,Gràcia,8749118DF2884H,2012-05-09,03/03/2014,428797,4584842,"428797,7","4584842,2"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV VALLCARCA",67,28,"Vallcarca i els Penitents",06,Gràcia,8749118DF2884H,2014-03-03,03/03/2014,428794,4584837,"428794,4","4584837,7"
llar,llar,"COMERÇ AL DETALL","PARAMENT DE LA LLAR","MOBLES I ARTICLES FUSTA I METALL","Tecnia Decoracio","AV VALLCARCA",68,28,"Vallcarca i els Penitents",06,Gràcia,8849119DF2884H,2012-05-09,03/03/2014,428802,4584884,"428802,2","4584884,4"
tall,tran,SERVEIS,SERVEIS,"REPARACIONS (ELECTRODOMÈSTICS I AUTOMÒBILS)","Via Scooter","AV VALLCARCA",69,28,"Vallcarca i els Penitents",06,Gràcia,8749117DF2884H,2012-05-09,03/03/2014,428794,4584847,"428794,4","4584847,7"
llar,llar,"COMERÇ AL DETALL","PARAMENT DE LA LLAR","MOBLES I ARTICLES FUSTA I METALL","Todo Hogar","AV VALLCARCA",70,28,"Vallcarca i els Penitents",06,Gràcia,8849119DF2884H,2014-03-03,03/03/2014,428806076229069,458488775013824,"428806,607","4584887,775"
colma,quot,"COMERÇ AL DETALL","QUOTIDIÀ ALIMENTARI",ALIMENTACIÓ,Suma,"AV VALLCARCA",70,28,"Vallcarca i els Penitents",06,Gràcia,8849119DF2884H,2014-03-03,03/03/2014,428806076229069,458488775013824,"428806,607","4584887,775"
tall,tran,SERVEIS,SERVEIS,"REPARACIONS (ELECTRODOMÈSTICS I AUTOMÒBILS)","Lesseps Motor","AV VALLCARCA",73,28,"Vallcarca i els Penitents",06,Gràcia,8749116DF2884H,2012-05-09,03/03/2014,428783,4584861,"428783,3","4584861,1"
conc,tran,"COMERÇ AL DETALL",AUTOMOCIÓ,VEHICLES,"Lesseps Motor","AV VALLCARCA",77,28,"Vallcarca i els Penitents",06,Gràcia,8749114DF2884H,2012-05-09,03/03/2014,428759,4584889,"428759,9","4584889,9"
conc,tran,"COMERÇ AL DETALL",AUTOMOCIÓ,VEHICLES,Subaru,"AV VALLCARCA",80,28,"Vallcarca i els Penitents",06,Gràcia,8849101DF2884H,2012-05-09,03/03/2014,428770,4584925,428770,"4584925,5"
bar,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","Bodega La Riera","AV VALLCARCA",81,28,"Vallcarca i els Penitents",06,Gràcia,8749113DF2884H,2012-05-09,03/03/2014,428748,4584900,"428748,8",4584900
